id,NPRO,DPRO,TVEH,CORT,REEM,UBIC,STOC,PCUR,PEND,DIFE,FUEN,FUSA,ZDOC,BPCL,PDUM,PDUA,BPNC,CPRO,FAM1,FAMI,NPRV,CADU,VTPR,VT00,VT01,VT02,VT03,VT04,VT05,VT06,VT07,VT08,VT09,VT10,VT11,VT12,VT13,VT14,VT15,VT16,VT17,VT18,VT19,VT20,VT21,VT22,VT23,VT24
1,17,CASETTE XR25 #17,,1901,,12-0203,2,0,0,0,1998-03-19,1998-04-28,,249156.00,134672.35,8625.73,249156.00,,,930,11,187,0.54,0,0,0,0,0,0,0,0,1,-1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,20401,BVI.204-01,,1901,,,1,0,0,0,1998-09-30,1998-09-30,,19963.00,0.00,0.00,19963.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,21301,MOT.213-01,,1901,,,1,0,0,0,1998-09-30,1998-09-30,,75628.00,0.00,0.00,75628.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,21500,MANOM.25/B.BV.AD4.22,,1901,,,1,0,0,0,1998-09-30,1998-09-30,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23300,LLAVE REG.VAL.21/63,,1901,,,3,0,0,0,1998-09-30,1998-09-30,,41982.00,0.00,0.00,41982.00,,,930,11,301,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23501,HERRAMIENTA       TT,TT,1901,,,3,0,0,0,1998-09-30,1998-09-30,,72038.00,0.00,0.00,72038.00,,,930,11,298,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,23600,EXTRACTOR TRANSMISOR,,1901,,,3,0,0,0,1998-09-30,1998-09-30,,24896.00,0.00,0.00,24896.00,,,930,11,301,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,25101,HERRAMIENTA,TT,1901,,2-0906,32,0,0,0,1998-09-30,1998-09-30,,15322.00,0.00,0.00,15322.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,25201,PLACA APOYO MOT.  TT,TT,1901,,,0,0,0,0,0000-00-00,0000-00-00,,33465.00,0.00,0.00,33465.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,28002,BARRA GATO       TT,TT,1901,,26-0101,16,0,0,0,1998-06-08,1998-06-15,,64487.00,37631.69,14618.98,64487.00,,,930,11,,0.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,28406,LIAISON ET.RACOR. TT,TT,1901,,,0,0,0,0,0000-00-00,0000-00-00,,24436.00,0.00,0.00,24436.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,31900,CENTRADOR DE DISCO,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,10579.00,0.00,0.00,10579.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,34400,ESPIGA D=6MM. 41/NG,41/NG,1901,,,0,0,0,0,0000-00-00,0000-00-00,,11061.00,0.00,0.00,11061.00,,,930,11,298,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,34604,CONTROL TENS.CORR.TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,92308.00,0.00,0.00,92308.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,36401,GANCHO RESORTE,41,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,37002,EXTRAC.RODAM.  ,96/63,1901,,,0,0,0,0,0000-00-00,0000-00-00,,76541.00,0.00,0.00,76541.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,37100,CONCHA ADAPTABLE  41,41,1901,,,0,0,0,0,0000-00-00,0000-00-00,,33016.00,0.00,0.00,33016.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,44501,FAJA REPOCION STH.TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,1768.00,0.00,0.00,1768.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,45100,PERNO /JUNT CAMARA,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,18944.00,0.00,0.00,18944.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,45301,MOT. 453,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,22736.00,0.00,0.00,22736.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,45407,CABLEADO MALETA,63/75,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,607,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,46500,H:REEMPLAZAR JUNT 41,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,51460.00,0.00,0.00,51460.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,46606,TOMA PRES.OIL ,63/21,1901,,,0,0,0,0,0000-00-00,0000-00-00,,12923.00,0.00,0.00,12923.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,46607,BVI. 466-07,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,258562.00,0.00,0.00,258562.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,47500,RACHE 96,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,30215.00,0.00,0.00,30215.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,48800,MONTA JTA.EMBRAG. NG,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,21088.00,0.00,0.00,21088.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,49400,LLAVE REG.DIF. 47/96,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,37062.00,0.00,0.00,37062.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,49500,EXTRACTOR TENS CADEN,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,49800,GANCHO CAMISAS    47,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,50003,EXTRAC. ESTOPERA  47,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,81198.00,0.00,0.00,81198.00,,,930,11,295,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,50300,MOT.503,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,17394.00,0.00,0.00,17394.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,50401,BLOQUEADOR VOLANT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,126047.00,0.00,0.00,126047.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,50901,SOP. DESMONTAD.   41,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,16437.00,0.00,0.00,16437.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,52401,INTERRUPTOR /PRUEB41,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,562,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,52600,H.PROTECC MONTAR  41,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,22453.00,0.00,0.00,22453.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,54300,EXTRAC.BISAGRA 63/75,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,28178.00,0.00,0.00,28178.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,55407,CONTROL CIRC.REFRIG.,,1901,,16-0102,1,0,0,0,1998-08-03,1998-09-30,EX 0000055405,255744.00,88886.48,37685.43,255744.00,,,930,11,,0.29,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
38,55600,ELC.556,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,20449.00,0.00,0.00,20449.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,56500,LLAVE MOTOR ARRAN.96,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,35896.00,0.00,0.00,35896.00,,,930,11,301,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,56700,MOT.567,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,18183.00,0.00,0.00,18183.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,57301,HERRAMIENTA       TT,,1901,0000057422,,0,0,0,0,0000-00-00,0000-00-00,,22053.00,0.00,0.00,22053.00,,,930,11,295,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,57415,MOT.574-15        TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,19458.00,0.00,0.00,19458.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,57420,MALETA SUS/PISTO  TT,,1901,,26-0102,1,0,0,1,1997-07-22,1998-04-07,,326700.00,151648.75,67866.46,326700.00,,,930,11,,0.17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
44,57422,HERRAMIENTA,,1901,,28-0202,2,0,0,1,1998-08-03,1998-10-27,EX 0000057420,299579.00,185179.70,78511.12,299579.00,,,930,11,,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,58000,MASA DE INERCIA   TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,88907.00,0.00,0.00,88907.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,58200,MOT.582,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,6934.00,0.00,0.00,6934.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,58300,PINZA P/MANGURAS  TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,19035.00,0.00,0.00,19035.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,58700,HERRAMIENTA       TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,20457.00,0.00,0.00,20457.00,,,930,11,295,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,58800,BRIDA CAMISA   63/21,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,31628.00,0.00,0.00,31628.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,59104,LLAVE ANGULAR CUL 19,,1901,,60407,1,0,0,0,1998-08-03,1998-09-30,,81081.00,48861.94,20716.12,81081.00,,,930,11,,0.25,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
51,60100,T.AV 601,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,60688.00,0.00,0.00,60688.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,60300,SOP. DESM. TRANS. 75,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,23749.00,0.00,0.00,23749.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,60400,INMOVILIZADOR BUJ 47,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,60600,JGO.ESPIGA PAS.75/NG,,1931,,,0,0,0,0,0000-00-00,0000-00-00,,28115.00,0.00,0.00,22492.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,64500,LLAVE REGLAJE,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,22213.00,0.00,0.00,22213.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,64700,LLAVE PARA VALV.  TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,25502.00,0.00,0.00,25502.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,65800,GUIA STOP.CIGUEÑ. 75,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,11916.00,0.00,0.00,11916.00,,,930,11,295,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,66002,GALVANOMETRO,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,781,11,781,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,66003,HERRAMIENTA       TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,607,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,66004,PINZA CAPTADORA,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,66600,HERRAMIENTA       75,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,12949.00,0.00,0.00,12949.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,70400,LLAVE COJINT TORS,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,75941.00,0.00,0.00,75941.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,70500,JGO.PTAS.TORX 10/20,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,70592,HERRAMIENTA       21,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,72100,HERRAMIENTA       TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,77464.00,0.00,0.00,77464.00,,,930,11,298,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,72101,COMPLEMENTO ELE- 721,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,14952.00,0.00,0.00,14952.00,,,930,11,302,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,73100,TENSOR B.ESTABIL.DEL,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,73200,EXTRAC.RODAM.  96/63,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,43470.00,0.00,0.00,43470.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,73701,EXTRACT.ESTOPERA,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,17937.00,0.00,0.00,17937.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,75502,HERRAMIENTA       11,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,76100,EXTRAC.TENSOR CAD 47,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,23235.00,0.00,0.00,23235.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,78601,CENTRA DISCO   41/63,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,13543.00,0.00,0.00,13543.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,78800,UTIL MONTA JTA.63/21,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,78900,UTIL MONTA JTA.63/21,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,17799.00,0.00,0.00,17799.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,79000,SUST.COJINETES 63/21,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,79100,SUST.EJE LEVAS 21/63,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,80100,HERRAMIENTA,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,65243.00,0.00,0.00,65243.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,80101,HERRAMIENTA  B/5 T/4,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,23008.00,0.00,0.00,23008.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,81201,BLOQUEADOR ROTULA TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,39917.00,0.00,0.00,39917.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,81300,PROTEC.TUERCA DIF.NG,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,7356.00,0.00,0.00,7356.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,81500,PURGADOR FRENO    41,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,393705.00,0.00,0.00,393705.00,,,930,11,439,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,81501,HERRAMIENTA,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,7848.00,6000.00,0.00,7848.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,82600,PINZA             47,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,17061.00,0.00,0.00,17061.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,83605,MANOMETRO     TT,,1901,,20901,1,0,0,0,1998-08-03,1998-09-30,,115212.00,70009.79,21244.85,115212.00,,,930,11,,0.63,0,0,0,2,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,83800,CALIBRE CONTROL,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,122602.00,0.00,0.00,122602.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,84500,PROBETAS 100 MLTS.,,1901,,56-0703,1,0,0,0,1998-08-03,1998-09-30,,127548.00,61168.95,25933.96,127548.00,,,930,11,307,0.25,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
87,85100,COLLAR MONTANTE   96,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,85500,INMOVILIZADOR RUED19,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,72303.00,0.00,0.00,72303.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,85800,CABLEADO DIAGNOST 75,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,28981.00,0.00,0.00,28981.00,,,930,11,607,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,87600,MOT.876,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,38203.00,0.00,0.00,38203.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,88000,EXTRAC.PASADORES  TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,65137.00,0.00,0.00,65137.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,90100,HERRAMIENTA    B5/T4,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,90201,COLOC.CIRCLIP 1-2 JB,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,18877.00,0.00,0.00,18877.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,90300,HERRAMIENTA    B5/T4,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,20546.00,0.00,0.00,20546.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,90400,HERRAMIENTA,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,41305.00,0.00,0.00,41305.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,90500,HERRAMIENTA MJI.MJE,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,90600,MEDIDOR FUERZA    TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,117837.00,0.00,0.00,117837.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,90700,HERRAMIENTA    B5/T4,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,19346.00,0.00,0.00,19346.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,90800,HERRAMIENTA   B5/T4,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,40025.00,0.00,0.00,40025.00,,,930,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,92300,HERRAMIENT/CARTER 19,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,13374.00,0.00,0.00,13374.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,94300,EXTRAC.TAPACUBOS  TT,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,96298.00,0.00,0.00,96298.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,94400,GUIA ROD.TRANSM.9/11,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,94500,COLOC.JTA.PLANET. JB,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,37071.00,0.00,0.00,37071.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,94600,ARO RETEN.PLANET. JB,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,33426.00,0.00,0.00,33426.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,94700,UTIL P/RODAMIEN.MBJB,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,22068.00,0.00,0.00,22068.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,94800,COLOC.PIÑON 5TA. JB,,1901,,,0,0,0,0,0000-00-00,0000-00-00,,28868.00,0.00,0.00,28868.00,,,930,11,307,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,94900,EXTRACTOR PASAD. JB,,1901,,12-0604,1,0,0,0,1998-08-03,1998-09-30,,24948.00,12695.66,5382.61,24948.00,,,930,11,,0.25,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
