id,NPRO,DPRO,TVEH,CORT,REEM,UBIC,STOC,PCUR,PEND,DIFE,FUEN,FUSA,ZDOC,BPCL,PDUM,PDUA,BPNC,CPRO,FAM1,FAMI,NPRV,CADU,VTPR,VT00,VT01,VT02,VT03,VT04,VT05,VT06,VT07,VT08,VT09,VT10,VT11,VT12,VT13,VT14,VT15,VT16,VT17,VT18,VT19,VT20,VT21,VT22,VT23,VT24
4467,7700838084,AMORTIGUADOR DEL  B5 35.MM,,1421,,260104,6,0,0,0,1998-08-03,1998-08-21,EX 7700828680,70036.00,17105.85,8928.33,42022.00,,,820,13,673,1.00,0,0,0,0,2,-1,2,4,0,0,0,0,0,0,6,0,0,1,6,4,0,0,0,0,0
4468,7700838085,AMORTIG TRAS. B5 16V,B5,1111,,280302,2,0,0,0,1998-04-24,1998-01-14,EX 7700828684,63320.00,18178.90,8140.85,41158.00,,,,11,,0.08,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4469,7700838086,AMORTIGUADOR DEL. B5,,1121,,260303,2,0,0,0,1998-07-07,1998-04-03,,68597.00,16676.96,6993.71,41158.00,,,820,13,673,0.25,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
4470,7700838087,AMORT. DELANT.    BB 29.MM,BB,1421,,28-0103,1,0,0,0,1998-08-03,1998-09-16,,68597.00,16970.72,7195.12,41158.00,,,820,11,673,0.71,0,0,0,2,1,3,0,3,2,0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0
4471,7700838242,GUIA VIDRIO  TRAS 19,,1111,,10806,17,0,0,0,1998-03-03,1998-10-30,EX 7700784059,2540.00,575.24,253.58,1651.00,,,415,11,169,1.96,0,0,2,4,0,2,2,1,1,1,0,1,0,0,19,0,10,1,2,0,0,0,0,1,0
4472,7700839009,MODULO PRETENCIOD.CD,,1151,,20907,2,0,0,0,0000-00-00,0000-00-00,,81335.00,22356.23,10004.95,40667.00,OO8,,773,11,529,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4473,7700839063,RELOJ CTA. KMS. C6,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,31726.00,0.00,0.00,20622.00,,,873,11,757,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4474,7700839681,CUNMUTADOR LUCES  TW,,1121,,200902,4,0,0,0,1997-10-27,1998-02-12,EX 7700822445,54411.00,6930.30,3101.48,32647.00,NV2,,679,11,0,0.17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0
4475,7700839808,AMORTIG.  MALETA  JG,,1111,,,0,0,0,0,0000-00-00,0000-00-00,EX 7701367271,69106.00,0.00,0.00,44919.00,,,117,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4476,7700839865,PANEL PUERTA      4H,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,140281.00,0.00,0.00,91183.00,,,373,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4477,7700840056,AMORTIG. TRAS.    TW,,1111,,260203,1,0,0,0,1997-12-02,1998-09-23,EX 7700821057,63320.00,15590.86,8534.48,41158.00,,,820,13,,0.88,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,2,0
4478,7700840085,EMPAC.TUB ESC TW/BB,,1121,,80603,12,0,0,0,1998-07-07,1998-08-13,,10530.00,2549.03,1040.75,6318.00,,,400,11,637,2.08,0,0,0,0,3,8,6,2,15,6,3,2,0,3,2,0,0,0,0,0,0,0,0,0,0
4479,7700840594,TAPA LIGA.        73,,1111,,130705,1,0,0,0,1998-10-31,1998-10-09,,6480.00,1438.20,643.63,4212.00,NV2,,831,11,709,0.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4480,7700840702,MANGUERA SUP.RAD. LG,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,22383.00,0.00,0.00,14549.00,,,540,11,148,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4481,7700840741,BUJES TIJERAS  42/73,,1111,,70907,8,0,0,0,1998-07-03,1998-09-30,,16848.00,2433.02,829.86,10951.00,,,0,11,,2.67,0,0,0,6,2,0,0,2,2,10,4,0,0,2,8,4,10,0,4,2,4,0,0,0,4
4482,7700841187,GUAYA CTA. KLM.   BB,,1111,,90601,1,0,0,0,1997-04-09,1997-04-09,,68808.00,16949.18,7585.16,44725.00,,,874,11,235,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4483,7700841295,PANEL PUERTA      19,,1161,,480202,3,0,0,0,1998-10-31,1997-11-11,,139698.00,32613.82,14595.47,55879.00,OO8,,373,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4484,7700841356,TABLERO INSTRUM.  BB,,1131,,260303,1,0,0,0,1998-07-08,1998-08-27,,190771.00,76106.25,167757.15,152617.00,,,694,11,,0.04,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4485,7700841593,SOPORTE CERRADURA.BY,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,3442.00,0.00,0.00,2237.00,,,306,11,169,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,7700841594,CERRADURA CAPOT   19,,1111,,40903,1,0,0,0,1998-03-03,1998-08-18,EX 7700818091,13010.00,3679.43,1576.94,8456.00,GG8,,310,11,310,0.17,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4487,7700842114,CONMUT LUCES   B5/19,,1111,,1-0301,8,0,0,0,1998-08-03,1998-10-28,EX 7700803537,37673.00,10039.16,4232.88,24487.00,,,679,11,,1.46,0,0,5,0,0,1,4,1,2,4,0,3,2,0,4,2,1,1,0,2,1,0,1,0,1
4488,7700842116,LIMITADOR FRENO   19,,1111,,170703,5,0,0,0,0000-00-00,0000-00-00,,107472.00,26085.00,11673.66,69857.00,,,822,13,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4489,7700842203,GUAYA VELOCIDAD SF,,1121,,100508,2,0,0,0,1998-03-05,1998-02-12,,39155.00,10153.97,2264.35,23493.00,,,,11,,0.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4490,7700842290,SOPORTE AMORTI.19/BB,,1111,,40805,1,0,0,0,1998-07-07,1998-04-22,,2616.00,697.41,292.47,1700.00,,,109,11,,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4491,7700842630,CALA           TW/BB,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,2337.00,0.00,0.00,1519.00,,,993,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,7700842633,BASE CERR DER     BB,,1111,,50404,2,0,0,0,1998-04-21,1998-02-04,,2368.00,682.83,291.26,1539.00,SS8,,415,11,319,0.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4493,7700842635,GUAYA CTA KLM .   BY,,1111,,250103,2,0,0,0,1998-04-21,1998-08-26,,99060.00,17760.22,7587.59,64389.00,SS8,,874,11,235,0.42,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,2,0,1
4494,7700842723,GUAYA CTA KLM     SF,,1111,,200903,1,0,0,0,1998-07-07,1998-02-26,,137613.00,36243.18,15199.08,89448.00,,,874,11,,0.04,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4495,7700842942,SILENCIADOR.      BY,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,130275.00,0.00,0.00,84679.00,,,33,13,688,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496,7700843133,KIT ENCEND. CIGAR.TW,,1111,,90804,1,0,0,0,1998-03-03,1998-07-10,,42368.00,11443.26,5007.64,27539.00,,,672,11,,0.17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4497,7700843168,MANILLA PTA. INT   T,,1111,,,1,0,0,0,1997-09-29,1997-09-29,,3354.00,0.00,0.00,2180.00,,,,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4498,7700843236,VALVULA DE ACEITE 73,,1111,,70703,1,0,0,0,0000-00-00,0000-00-00,,65318.00,12318.70,5512.91,42457.00,,,625,11,793,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499,7700843436,GUAYA DE CAPOT    T4,,1111,,60409,2,0,0,0,1996-11-20,1996-11-20,,22244.00,5363.43,2400.26,14459.00,,,733,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4500,7700843464,MANGUERA INF.RAD. LG,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,56839.00,0.00,0.00,36945.00,,,540,11,148,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4501,7700843484,GUAYA CAPOT       TW,,1111,,250403,1,0,0,2,1997-10-28,1998-10-28,MARRON,22244.00,5836.56,2612.00,14459.00,,,733,11,610,0.08,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4502,7700844055,TOPE BISAGRA      TW,,1111,,80405,11,0,0,0,1997-11-24,1997-10-17,EX 7703080089,1734.00,448.41,189.46,1127.00,,,,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4503,7700844402,EMPAQUE DE VIDRIO TW,,1111,,340301,1,0,0,0,1997-12-18,1998-07-16,,31665.00,8587.14,4884.30,20582.00,,,362,11,,0.08,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4504,7700844461,GUAYA ACELERADOR C6,,1521,,100706,2,0,0,0,1998-06-08,1998-03-11,,22108.00,5231.26,2032.21,13265.00,,,826,11,,0.04,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4505,7700845739,CORRECTOR MANUAL  B5,,1131,,40204,6,0,0,0,1998-07-08,1998-10-09,,9267.00,3697.38,8149.95,7414.00,,,998,11,,0.17,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4506,7700845795,MANIVELA GATO     TW,,1111,,140203,5,0,0,0,1997-09-29,1997-10-01,,35844.00,9293.90,4159.24,23299.00,,,927,11,,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,0,0
4507,7700845798,CAÑA DIRECC.      19,,1531,,320102,1,0,0,0,1998-03-03,1997-10-15,EX 7700794351,121179.00,51920.78,22252.42,96943.00,GG8,,140,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4508,7700845904,SPOILER DEL       BB,,1111,,370101,1,0,0,1,1998-04-21,1998-08-26,,79587.00,22679.82,9697.01,51732.00,,,289,11,637,0.25,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
4509,7700845961,FILTRO GAS. BB/C6/FS,,1121,,570203,43,0,0,0,1998-08-03,1998-10-30,CONEXION RAPIDA,20212.00,4934.54,2074.55,12127.00,,,663,11,553,7.96,0,0,11,21,14,29,50,0,4,11,9,3,0,5,8,4,5,0,3,14,0,0,0,0,0
4510,7700846164,CABLE ANTENA     TW,,1111,,620203,3,0,0,0,1998-08-03,1998-07-29,,9941.00,2850.81,1109.17,6462.00,,,922,11,,0.08,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4511,7700846189,GUAYA CTA.KILOM.  22,,1111,,230504,1,0,0,0,1998-10-06,1998-10-16,DIENTES REDONDOS,99060.00,27052.62,20342.57,64389.00,,,874,11,874,0.67,0,0,1,0,2,1,1,1,0,0,0,0,0,2,2,0,0,3,0,1,0,0,0,2,0
4512,7700846192,GUAYA CTA KLM AUT 22,,1521,,240401,4,0,0,0,1998-06-08,1998-05-07,EX 7700799787,76408.00,18306.73,7111.71,45845.00,,,874,11,232,0.88,0,0,0,0,0,0,0,2,0,1,3,0,0,1,2,0,3,1,2,3,0,1,2,0,0
4513,7700846916,KIT AMORTIGUADOR  TW,,1111,,210202,4,0,0,0,1997-12-02,1997-12-03,,51554.00,11245.62,3411.11,33510.00,,,835,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4514,7700847513,ALTERNADOR        TW,TW,1131,,,1,0,0,0,1998-09-30,1998-09-30,,291370.00,123926.88,44937.79,233096.00,,,611,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4515,7700847733,TERCER STOP       BB,,1121,,110208,2,0,0,0,1998-09-10,1998-09-23,,13953.00,3570.73,2061.16,8372.00,,,663,11,553,0.17,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4516,7700847748,VOLANTE DIRECCION BB,,1111,,300302,1,0,0,0,1998-03-03,1997-11-07,,41656.00,11783.48,5050.21,27076.00,,,568,11,169,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4517,7700847796,GUAYA ACELERADOR  TW,,1121,,30207,5,0,0,0,1998-08-03,1998-07-14,EX 7700823051,17528.00,4337.03,1838.78,10517.00,,,826,11,,0.13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4518,7700849001,MONOGRAMA CLIO    BB,,1111,,50606,1,0,0,0,1997-04-09,1998-10-13,,27881.00,6958.53,3114.11,18123.00,,,345,11,346,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4519,7700849037,FLOTANTE DE GASOL.C6,,1131,,460303,3,0,0,0,1998-04-17,1998-04-17,,126359.00,50180.02,19468.35,101087.00,,,690,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4520,7700849190,PROTECTOR MOTOR   TW,,1111,,480102,2,0,0,0,0000-00-00,0000-00-00,,42156.00,11038.71,4940.09,27401.00,,,226,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4521,7700849639,PIN CLIP          TW,,1111,,10505,10,0,0,0,1997-11-24,1997-11-25,,1734.00,449.33,139.42,1127.00,,,976,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,7700849688,PROTECT PASO RUED TW,,1111,,340201,2,0,0,0,1998-06-08,1998-03-04,,22202.00,5689.20,2210.11,14431.00,,,405,11,325,0.08,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4523,7700849916,FORRO APOYA CODO  SF,,1111,,330103,1,0,0,0,1997-11-18,1997-11-18,,379587.00,0.00,0.00,246732.00,,,,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
4524,7700850025,BIELETA DE GUAYA  B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,45598.00,0.00,0.00,29639.00,,,174,11,361,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4525,7700850038,TAPA SENSOR LIGA  63,,1111,,130306,2,0,0,0,0000-00-00,0000-00-00,,6480.00,1438.20,643.63,4212.00,NV2,,831,11,130,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4526,7700850063,SOPORTE FILTRO    19,,1111,,1-0207,3,0,0,0,1997-07-03,1997-07-03,,11676.00,831.89,372.29,7589.00,GG8,,31,11,169,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4527,7700850079,CALCULADOR CJTIN. 22,,1131,,160402,1,0,0,0,1998-09-10,1998-09-24,,242500.00,101809.35,58768.23,194000.00,,,571,11,748,0.17,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4528,7700850112,POLEA CIGUEÑAL    B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,49809.00,0.00,0.00,32376.00,,,9,11,472,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4529,7700850113,CORREA ALTERN B5/FS,,1421,,140804,9,0,0,0,1998-07-03,1998-10-19,,8532.00,1399.01,756.61,5119.00,,,503,13,151,5.88,0,0,2,12,8,0,0,3,8,6,8,6,3,15,1,5,0,14,12,13,9,3,6,6,1
4530,7700850114,CORREA COMP.PLANA B5,,1111,,240402,4,0,0,0,1998-08-03,1998-10-19,,6974.00,2073.99,696.52,4533.00,,,503,11,404,1.29,0,0,2,0,1,0,6,0,0,0,1,3,0,1,4,1,2,2,0,3,2,0,3,0,0
4531,7700850115,TENSOR CORREA     B5,,1111,,100304,1,0,0,0,1997-09-29,1998-09-16,,43374.00,11422.22,5111.72,28193.00,,,27,11,325,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
4532,7700850309,JGO.CABLE BUJIAS C/B,,1131,,,0,0,0,0,0000-00-00,0000-00-00,,66889.00,0.00,0.00,53511.00,,,623,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4533,7700850323,SEPARADOR CAJA.41/21,,1111,,120405,1,0,0,0,1998-10-31,1998-04-06,,18252.00,3052.22,1365.94,11864.00,NV2,,993,11,649,0.04,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534,7700850446,CABLE BOBINA      T4,,1121,,70603,1,0,0,0,1998-08-03,1998-10-28,,10585.00,2562.15,1041.82,6351.00,,,623,11,604,1.04,0,0,2,0,5,0,0,3,0,3,0,1,0,3,0,0,0,2,1,0,0,4,1,0,0
4535,7700850451,CABLE BOBINA SINC.19,19,1121,7700749517,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,623,11,604,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4536,7700850560,DISCO F2         AX4,,1121,,80302,1,0,0,0,1997-03-06,1998-10-16,,8571.00,2386.24,1067.90,5143.00,,,572,11,,6.21,0,0,10,0,13,4,0,3,0,8,0,0,0,0,10,0,0,0,0,0,4,19,37,38,3
4537,7700850589,SENSOR MANGNETICO B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,54572.00,0.00,0.00,35472.00,,,714,11,604,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4538,7700850594,TUBO PLASTICO     19,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,1124.00,0.00,0.00,731.00,,,993,11,115,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4539,7700850603,POLEA TENSORA     19,,1111,,30702,1,0,0,1,1998-07-07,1998-10-20,,43672.00,11505.99,4691.55,28387.00,,,9,11,364,3.13,0,0,7,4,6,5,3,3,5,8,1,1,11,0,4,2,2,4,2,1,1,2,3,0,0
4540,7700850621,PIÑON CIGUEÑAL    21,,1111,,90805,1,0,0,0,1998-06-08,1998-02-04,,25731.00,6594.30,2561.72,16725.00,,,9,11,469,0.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4541,7700850683,MANGUERA SOPLADOR.19,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,51583.00,0.00,0.00,33529.00,,,975,11,148,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4542,7700850698,HORQUILLA 3/4     19,19,1111,,15-0904,1,0,0,0,1996-07-11,1996-07-11,,66570.00,8408.30,3762.92,43270.00,GG8,,72,11,649,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4543,7700850699,HORQUILLA 5.QTA.  19,,1111,,40608,2,0,0,0,1998-08-03,1998-07-06,,66570.00,17838.13,7562.88,43270.00,,,72,11,649,0.21,0,0,0,0,0,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4544,7700850789,TENSOR CORREA     B5,,1111,,40502,2,0,0,0,1998-08-05,1998-08-05,,180199.00,49537.84,17268.22,117129.00,,,27,11,325,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4545,7700850803,REPIRADERO CAJA   19,,1171,,30805,2,0,0,0,0000-00-00,0000-00-00,,1984.00,399.25,178.67,595.00,OO8,,919,11,,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4546,7700850839,CALCULADOR ELECT. 19,,1111,,100501,1,0,0,0,1998-09-30,1998-10-06,,367337.00,101809.35,36917.64,238769.00,NV1,,571,11,748,0.08,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4547,7700850841,CALCULAD ELECT.BY/LY,,1131,7700101662,5-0805,1,0,0,0,1996-03-03,1996-03-03,,604872.00,157034.48,0.00,483898.00,,,571,11,748,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4548,7700850865,PLATO PRESION     42,,1321,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,562,11,655,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4549,7700850895,PIÑON DISTRIB. 19/LY,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,14756.00,0.00,0.00,9591.00,,,9,11,469,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4550,7700851000,MANG.DEFLECT MULT.B5,,1111,7700859289,,0,0,0,0,0000-00-00,0000-00-00,,39517.00,0.00,0.00,25686.00,,,510,11,148,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4551,7700851021,GRUPO CONICO      B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,368547.00,0.00,0.00,239556.00,,,91,11,649,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4552,7700851024,CORONA DIFERENCIAL73,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,91,11,649,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4553,7700851050,TAPON RESPIRADERO 19,,1151,,20105,2,0,0,0,0000-00-00,0000-00-00,,1774.00,529.24,236.85,887.00,OO8,,993,11,343,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4554,7700851094,RESORTE CARBURD.  63,,1111,,40305,4,0,0,0,1998-04-21,1996-10-10,,2782.00,622.17,271.39,1808.00,GG8,,171,11,268,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
4555,7700851224,MUDULO CAJA       B5,,1131,,,0,0,0,0,0000-00-00,0000-00-00,,0.00,0.00,0.00,0.00,,,571,11,652,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4556,7700851280,MANGUERA PERCOR.  B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,21814.00,0.00,0.00,14179.00,,,974,11,148,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4557,7700851281,MANGUERA PERCOR.  B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,21695.00,0.00,0.00,14102.00,,,974,11,148,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4558,7700851298,MANGUERA PERCOR.  B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,37720.00,0.00,0.00,24518.00,,,974,11,688,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4559,7700851307,MANGUERA MULTIPLE 19,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,41545.00,0.00,0.00,27004.00,,,549,11,148,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4560,7700851321,POLEA TENSORA     19,,1111,,580103,3,0,0,0,1998-08-05,1998-10-29,,103431.00,27717.53,9084.18,67230.00,,,27,11,472,0.08,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4561,7700851355,VALVULA RELANTI   19,,1111,,110305,1,0,0,0,1998-09-22,1998-09-23,,16894.00,4683.30,3207.25,10981.00,,,625,11,562,0.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4562,7700851491,MOTOR ARRANQUE    21,,1321,,6-0401,7,0,0,0,1997-05-19,1997-05-19,EX 7700865982,306276.00,24363.50,0.00,183766.00,NV1,,606,11,517,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4563,7700851497,EMPACADURA LAT.   B5,,1421,,,0,0,0,0,0000-00-00,0000-00-00,,4717.00,0.00,0.00,2830.00,,,508,11,481,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4564,7700851540,SOPORTE PALANC.   B5,,1111,,,0,0,0,0,0000-00-00,0000-00-00,,41967.00,0.00,0.00,27279.00,,,993,11,325,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4565,7700851594,PASADOR           T4,,1161,,10706,2,0,0,0,1997-04-25,1997-04-25,,1407.00,351.18,157.16,563.00,OO8,,0,11,,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
4566,7700851596,EJE DE TOMA       T4,,1111,7700101580,,1,0,0,0,1997-04-25,1997-04-25,,104946.00,24687.26,0.00,68215.00,,,0,11,,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4567,7700851607,EMPACADURA CAJA   T4,,1121,,70809,2,0,0,0,1998-09-10,1998-06-19,,13824.00,3174.63,1832.52,8294.00,,,564,11,,0.21,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
