ID;Nombre;Pr;Vehicle Type;Motor;Engine Index;Engine Type;Gearbox Type
421;R21 Savanna;1177;K48K;J7T754;J7T754;J7T;NG9
422;R21 Savanna;1177;K48K;J7T754;J7T754;J7T;NG7
423;R21 Savanna;1177;K48K;J7T755;J7T755;J7T;AR4
424;R21 Savanna;1177;K48O;J8S600;J8S600;J8S;NG9
425;R21 Savanna;1177;K48P;J8S788;J8S788;J8S;NG9
426;R21 Savanna;1177;K48R;J7R740;J7R740;J7R;NG9
427;R21 Savanna;1177;K48S;J6T790;J6T790;J6T;NG9
428;R21 Savanna;1177;K48S;J6T791;J6T791;J6T;MJ3
429;R21 Savanna;1177;K48V;J8S740;J8S740;J8S;NG9
430;R21 Savanna;1177;K48V;J8S740;J8S740;J8S;NG7
431;R21 Savanna;1177;K48W;J8S746;J8S746;J8S;NG9
432;R21 Savanna;1177;S486;J8S704;J8S704;J8S;NG9
433;R21 Savanna;1177;S48O;J8S600;J8S600;J8S;NG9
434;R21 Savanna;1177;S48V;J8S740;J8S740;J8S;NG9
435;Twingo;1204;C060;D4F708;D4F708;D4F;JB1
436;Twingo;1204;C060;D4F708;D4F708;D4F;JH1
437;Twingo;1204;C061;D4F708;D4F708;D4F;JH1
438;Twingo;1204;C062;D4F708;D4F708;D4F;JH1
439;Twingo;1204;C063;C3G700;C3G700;C3G;JB1
440;Twingo;1204;C064;C3G702;C3G702;C3G;JB1
441;Twingo;1204;C066;D7F700;D7F700;D7F;JB1
442;Twingo;1204;C066;D7F701;D7F701;D7F;MB1
443;Twingo;1204;C066;D7F703;D7F703;D7F;JH1
444;Twingo;1204;C066;D7F706;D7F706;D7F;JB1
445;Twingo;1204;C067;D7F700;D7F700;D7F;JB1
446;Twingo;1204;C067;D7F701;D7F701;D7F;MB1
447;Twingo;1204;C068;D7F702;D7F702;D7F;JB1
448;Twingo;1204;C068;D7F703;D7F703;D7F;JH1
449;Twingo;1204;C068;D7F704;D7F704;D7F;JB1
450;Twingo;1204;C06C;D4F702;D4F702;D4F;JB1
451;Twingo;1204;C06C;D4F702;D4F702;D4F;JH1
452;Twingo;1204;C06D;D4F702;D4F702;D4F;JB1
453;Twingo;1204;C06D;D4F702;D4F702;D4F;JH1
454;Twingo;1204;C06G;D7F702;D7F702;D7F;JB1
455;Twingo;1204;C06G;D7F708;D7F708;D7F;JB1
456;Twingo;1204;C06H;D4D712;D4D712;D4D;JB1
457;Twingo;1204;C06K;D4F702;D4F702;D4F;JH1
458;Twingo;1204;C06K;D4F702;D4F702;D4F;JB1
459;Twingo;1204;C06V;D4F708;D4F708;D4F;JB1
460;Twingo;1204;C06W;D4F708;D4F708;D4F;JB1
461;Twingo;1204;C06W;D4F708;D4F708;D4F;JH1
462;Twingo;1204;C06Y;D7D740;D7D740;D7D;JB1
463;Twingo;1204;S063;C3G700;C3G700;C3G;JB1
464;Twingo;1204;S064;C3G702;C3G702;C3G;JB1
465;Twingo;1204;S066;D7F700;D7F700;D7F;JB1
466;Twingo;1204;S066;D7F701;D7F701;D7F;MB1
467;Twingo;1204;S066;D7F706;D7F706;D7F;JB1
468;Twingo;1204;S068;D7F702;D7F702;D7F;JB1
469;Twingo;1204;S068;D7F703;D7F703;D7F;JH1
470;Twingo;1204;S068;D7F704;D7F704;D7F;JB1
471;Twingo;1204;S06C;D4F702;D4F702;D4F;JB1
472;Twingo;1204;S06C;D4F702;D4F702;D4F;JH1
473;Twingo;1204;S06D;D4F702;D4F702;D4F;JB1
474;Twingo;1204;S06D;D4F702;D4F702;D4F;JH1
475;Twingo;1204;S06G;D7F702;D7F702;D7F;JB1
476;Twingo;1204;S06G;D7F708;D7F708;D7F;JB1
477;Twingo;1204;S06K;D4F702;D4F702;D4F;JB1
478;Twingo;1204;S06K;D4F702;D4F702;D4F;JH1
479;R19;1210;553A;F3P706;F3P706;F3P;JB3
480;R19;1210;553A;F3P760;F3P760;F3P;JB3
481;R19;1210;553C;F3P682;F3P682;F3P;JB3
482;R19;1210;553D;F3P682;F3P682;F3P;JB3
483;R19;1210;553F;F3P765;F3P765;F3P;AD4
484;R19;1210;553H;F3P682;F3P682;F3P;JB3
485;R19;1210;553H;F3P765;F3P765;F3P;AD4
486;R19;1210;B530;C1G730;C1G730;C1G;JB0
487;R19;1210;B530;C1G730;C1G730;C1G;JB1
488;R19;1210;B530;C1G730;C1G730;C1G;JB4
489;R19;1210;B530;C1G730;C1G730;C1G;JB5
490;R19;1210;B531;C1J742;C1J742;C1J;JB0
491;R19;1210;B531;C1J742;C1J742;C1J;JB1
492;R19;1210;B531;C1J742;C1J742;C1J;JB4
493;R19;1210;B531;C1J742;C1J742;C1J;JB5
494;R19;1210;B532;C3J710;C3J710;C3J;JB0
495;R19;1210;B532;C3J710;C3J710;C3J;JB1
496;R19;1210;B533;F2N720;F2N720;F2N;JB3
497;R19;1210;B533;F2N721;F2N721;F2N;AD4
498;R19;1210;B533;F2N726;F2N726;F2N;JB3
499;R19;1210;B533;F2N727;F2N727;F2N;AD4
500;R19;1210;B534;F8Q706;F8Q706;F8Q;JB3
501;R19;1210;B535;E7J742;E7J742;E7J;JB1
502;R19;1210;B536;F2N724;F2N724;F2N;JB3
503;R19;1210;B537;E6J700;E6J700;E6J;JB0
504;R19;1210;B537;E6J700;E6J700;E6J;JB1
505;R19;1210;B537;E6J701;E6J701;E6J;MB1
506;R19;1210;B538;F3P682;F3P682;F3P;JB3
507;R19;1210;B538;F3P700;F3P700;F3P;JB3
508;R19;1210;B539;F7P700;F7P700;F7P;JB3
509;R19;1210;B53A;E7J700;E7J700;E7J;JB1
510;R19;1210;B53A;E7J706;E7J706;E7J;JB1
511;R19;1210;B53A;E7J707;E7J707;E7J;MB1
512;R19;1210;B53A;E7J745;E7J745;E7J;MB1
513;R19;1210;B53B;F3N740;F3N740;F3N;JB3
514;R19;1210;B53B;F3N741;F3N741;F3N;MB3
515;R19;1210;B53C;F3N742;F3N742;F3N;JB3
516;R19;1210;B53C;F3N743;F3N743;F3N;AD4
517;R19;1210;B53D;F7P704;F7P704;F7P;JB3
518;R19;1210;B53E;F2N728;F2N728;F2N;JB3
519;R19;1210;B53F;F3N746;F3N746;F3N;JB3
520;R19;1210;B53G;E6J706;E6J706;E6J;JB1
521;R19;1210;B53H;C2J776;C2J776;C2J;JB0
522;R19;1210;B53H;C2J776;C2J776;C2J;JB1
523;R19;1210;B53I;F8Q706;F8Q706;F8Q;JB3
524;R19;1210;B53I;F8Q764;F8Q764;F8Q;JB3
525;R19;1210;B53J;F8Q742;F8Q742;F8Q;JB3
526;R19;1210;B53K;F8Q610;F8Q610;F8Q;JC5
527;R19;1210;B53K;F8Q740;F8Q740;F8Q;JC5
528;R19;1210;B53M;F2N722;F2N722;F2N;JB3
529;R19;1210;B53P;C2J772;C2J772;C2J;JB5
530;R19;1210;B53P;C2J772;C2J772;C2J;JB4
531;R19;1210;B53T;F8Q744;F8Q744;F8Q;JC5
532;R19;1210;B53V;F3P765;F3P765;F3P;AD4
533;R19;1210;B53W;E7F730;E7F730;E7F;JB0
534;R19;1210;B53W;E7F730;E7F730;E7F;JB1
535;R19;1210;B53Y;F3P704;F3P704;F3P;JB3
536;R19;1210;B53Y;F3P705;F3P705;F3P;AD4
537;R19;1210;B53Y;F3P706;F3P706;F3P;JB3
538;R19;1210;B53Y;F3P707;F3P707;F3P;AD4
539;R19;1210;B53Y;F3P708;F3P708;F3P;JB3
540;R19;1210;B53Y;F3P760;F3P760;F3P;JB3
541;R19;1210;B53Z;F8Q768;F8Q768;F8Q;JC5
542;R19;1212;353A;F3P706;F3P706;F3P;JB3
543;R19;1212;353A;F3P760;F3P760;F3P;JB3
544;R19;1212;353C;F3P682;F3P682;F3P;JB3
545;R19;1212;353D;F3P682;F3P682;F3P;JB3
546;R19;1212;353F;F3P765;F3P765;F3P;AD4
547;R19;1212;C530;C1G730;C1G730;C1G;JB0
548;R19;1212;C530;C1G730;C1G730;C1G;JB1
549;R19;1212;C530;C1G730;C1G730;C1G;JB4
550;R19;1212;C530;C1G730;C1G730;C1G;JB5
551;R19;1212;C531;C1J742;C1J742;C1J;JB0
552;R19;1212;C531;C1J742;C1J742;C1J;JB1
553;R19;1212;C531;C1J742;C1J742;C1J;JB4
554;R19;1212;C531;C1J742;C1J742;C1J;JB5
555;R19;1212;C532;C3J710;C3J710;C3J;JB0
556;R19;1212;C532;C3J710;C3J710;C3J;JB1
557;R19;1212;C533;F2N720;F2N720;F2N;JB3
558;R19;1212;C533;F2N721;F2N721;F2N;AD4
559;R19;1212;C534;F8Q706;F8Q706;F8Q;JB3
560;R19;1212;C535;E7J742;E7J742;E7J;JB1
561;R19;1212;C537;E6J700;E6J700;E6J;JB1
562;R19;1212;C537;E6J701;E6J701;E6J;MB1
563;R19;1212;C538;F3P682;F3P682;F3P;JB3
564;R19;1212;C538;F3P700;F3P700;F3P;JB3
565;R19;1212;C539;F7P700;F7P700;F7P;JB3
566;R19;1212;C53A;E7J700;E7J700;E7J;JB1
567;R19;1212;C53A;E7J706;E7J706;E7J;JB1
568;R19;1212;C53A;E7J707;E7J707;E7J;MB1
569;R19;1212;C53A;E7J745;E7J745;E7J;MB1
570;R19;1212;C53B;F3N740;F3N740;F3N;JB3
571;R19;1212;C53B;F3N741;F3N741;F3N;MB3
572;R19;1212;C53C;F3N742;F3N742;F3N;JB3
573;R19;1212;C53C;F3N743;F3N743;F3N;AD4
574;R19;1212;C53D;F7P704;F7P704;F7P;JB3
575;R19;1212;C53E;F2N728;F2N728;F2N;JB3
576;R19;1212;C53F;F3N746;F3N746;F3N;JB3
577;R19;1212;C53I;F8Q706;F8Q706;F8Q;JB3
578;R19;1212;C53I;F8Q764;F8Q764;F8Q;JB3
579;R19;1212;C53J;F8Q742;F8Q742;F8Q;JB3
580;R19;1212;C53K;F8Q610;F8Q610;F8Q;JC5
581;R19;1212;C53K;F8Q740;F8Q740;F8Q;JC5
582;R19;1212;C53M;F2N722;F2N722;F2N;JB3
583;R19;1212;C53P;C2J772;C2J772;C2J;JB5
584;R19;1212;C53P;C2J772;C2J772;C2J;JB4
585;R19;1212;C53T;F8Q744;F8Q744;F8Q;JC5
586;R19;1212;C53V;F3P765;F3P765;F3P;AD4
587;R19;1212;C53W;E7F730;E7F730;E7F;JB1
588;R19;1212;C53W;E7F730;E7F730;E7F;JB0
589;R19;1212;C53Y;F3P704;F3P704;F3P;AD4
590;R19;1212;C53Y;F3P704;F3P704;F3P;JB3
591;R19;1212;C53Y;F3P705;F3P705;F3P;AD4
592;R19;1212;C53Y;F3P706;F3P706;F3P;JB3
593;R19;1212;C53Y;F3P707;F3P707;F3P;AD4
594;R19;1212;C53Y;F3P708;F3P708;F3P;JB3
595;R19;1212;C53Y;F3P760;F3P760;F3P;JB3
596;R19;1212;C53Z;F8Q768;F8Q768;F8Q;JC5
597;R19;1212;S530;C1G730;C1G730;C1G;JB0
598;R19;1212;S530;C1G730;C1G730;C1G;JB1
599;R19;1212;S530;C1G730;C1G730;C1G;JB4
600;R19;1212;S530;C1G730;C1G730;C1G;JB5
601;R19;1212;S534;F8Q706;F8Q706;F8Q;JB3
602;R19;1212;S537;E6J700;E6J700;E6J;JB1
603;R19;1212;S53I;F8Q706;F8Q706;F8Q;JB3
604;R19;1212;S53I;F8Q764;F8Q764;F8Q;JB3
605;R19;1212;S53J;F8Q742;F8Q742;F8Q;JB3
606;R19;1212;S53K;F8Q740;F8Q740;F8Q;JC5
607;R19;1213;453A;F3P706;F3P706;F3P;JB3
608;R19;1213;453A;F3P760;F3P760;F3P;JB3
609;R19;1213;453C;F3P682;F3P682;F3P;JB3
610;R19;1213;453D;F3P682;F3P682;F3P;JB3
611;R19;1213;453F;F3P765;F3P765;F3P;AD4
612;R19;1213;453H;F3P682;F3P682;F3P;JB3
613;R19;1213;453H;F3P765;F3P765;F3P;AD4
614;R19;1213;L530;C1G730;C1G730;C1G;JB0
615;R19;1213;L530;C1G730;C1G730;C1G;JB1
616;R19;1213;L530;C1G730;C1G730;C1G;JB4
617;R19;1213;L530;C1G730;C1G730;C1G;JB5
618;R19;1213;L531;C1J742;C1J742;C1J;JB0
619;R19;1213;L531;C1J742;C1J742;C1J;JB1
620;R19;1213;L531;C1J742;C1J742;C1J;JB4
621;R19;1213;L531;C1J742;C1J742;C1J;JB5
622;R19;1213;L532;C3J710;C3J710;C3J;JB0
623;R19;1213;L532;C3J710;C3J710;C3J;JB1
624;R19;1213;L533;F2N720;F2N720;F2N;JB3
625;R19;1213;L533;F2N721;F2N721;F2N;AD4
626;R19;1213;L533;F2N726;F2N726;F2N;JB3
627;R19;1213;L533;F2N727;F2N727;F2N;AD4
628;R19;1213;L534;F8Q706;F8Q706;F8Q;JB3
629;R19;1213;L535;E7J742;E7J742;E7J;JB1
630;R19;1213;L536;F2N724;F2N724;F2N;JB3
631;R19;1213;L537;E6J700;E6J700;E6J;JB0
632;R19;1213;L537;E6J700;E6J700;E6J;JB1
633;R19;1213;L537;E6J701;E6J701;E6J;MB1
634;R19;1213;L538;F3P682;F3P682;F3P;JB3
635;R19;1213;L538;F3P700;F3P700;F3P;JB3
636;R19;1213;L539;F7P700;F7P700;F7P;JB3
637;R19;1213;L53A;E7J700;E7J700;E7J;JB1
638;R19;1213;L53A;E7J706;E7J706;E7J;JB1
639;R19;1213;L53A;E7J707;E7J707;E7J;MB1
640;R19;1213;L53A;E7J745;E7J745;E7J;MB1
641;R19;1213;L53B;F3N740;F3N740;F3N;JB3
642;R19;1213;L53B;F3N741;F3N741;F3N;MB3
643;R19;1213;L53C;F3N742;F3N742;F3N;JB3
644;R19;1213;L53C;F3N743;F3N743;F3N;AD4
645;R19;1213;L53D;F7P704;F7P704;F7P;JB3
646;R19;1213;L53D;K7M702;K7M702;K7M;JB3
647;R19;1213;L53F;F3N746;F3N746;F3N;JB3
648;R19;1213;L53G;E6J706;E6J706;E6J;JB1
649;R19;1213;L53H;C2J776;C2J776;C2J;JB0
650;R19;1213;L53H;C2J776;C2J776;C2J;JB1
651;R19;1213;L53I;F8Q706;F8Q706;F8Q;JB3
652;R19;1213;L53I;F8Q764;F8Q764;F8Q;JB3
653;R19;1213;L53J;F8Q742;F8Q742;F8Q;JB3
654;R19;1213;L53K;F8Q610;F8Q610;F8Q;JC5
655;R19;1213;L53K;F8Q740;F8Q740;F8Q;JC5
656;R19;1213;L53P;C2J772;C2J772;C2J;JB4
657;R19;1213;L53P;C2J772;C2J772;C2J;JB5
658;R19;1213;L53T;F8Q744;F8Q744;F8Q;JC5
659;R19;1213;L53V;F3P765;F3P765;F3P;AD4
660;R19;1213;L53W;E7F730;E7F730;E7F;JB0
661;R19;1213;L53W;E7F730;E7F730;E7F;JB1
662;R19;1213;L53Y;F3P704;F3P704;F3P;JB3
663;R19;1213;L53Y;F3P705;F3P705;F3P;AD4
664;R19;1213;L53Y;F3P706;F3P706;F3P;JB3
665;R19;1213;L53Y;F3P707;F3P707;F3P;AD4
666;R19;1213;L53Y;F3P708;F3P708;F3P;JB3
667;R19;1213;L53Y;F3P760;F3P760;F3P;JB3
668;R19;1213;L53Z;F8Q768;F8Q768;F8Q;JC5
669;R19;1215;853A;F3P706;F3P706;F3P;JB3
670;R19;1215;853A;F3P760;F3P760;F3P;JB3
671;R19;1215;853C;F3P682;F3P682;F3P;JB3
672;R19;1215;853F;F3P765;F3P765;F3P;AD4
673;R19;1215;D53C;F3N742;F3N742;F3N;JB3
674;R19;1215;D53C;F3N743;F3N743;F3N;AD4
675;R19;1215;D53D;F7P704;F7P704;F7P;JB3
676;R19;1215;D53V;F3P765;F3P765;F3P;AD4
677;R19;1215;D53Y;F3P704;F3P704;F3P;JB3
678;R19;1215;D53Y;F3P705;F3P705;F3P;AD4
679;R19;1215;D53Y;F3P706;F3P706;F3P;JB3
680;R19;1215;D53Y;F3P707;F3P707;F3P;AD4
681;R19;1215;D53Y;F3P708;F3P708;F3P;JB3
682;R19;1215;D53Y;F3P760;F3P760;F3P;JB3
683;Trafic (from March 1989);1230;T110;852750;852750;852;NE2
684;Trafic (from March 1989);1230;T110;852750;852750;852;NE7
685;Trafic (from March 1989);1230;T110;852750;852750;852;NE3
686;Trafic (from March 1989);1230;T110;C1J700;C1J700;C1J;NE7
687;Trafic (from March 1989);1230;T110;C1J700;C1J700;C1J;NE3
688;Trafic (from March 1989);1230;T110;C1J700;C1J700;C1J;NE2
689;Trafic (from March 1989);1230;T110;F1N720;F1N720;F1N;NE7
690;Trafic (from March 1989);1230;T110;F1N720;F1N720;F1N;NE3
691;Trafic (from March 1989);1230;T110;F1N720;F1N720;F1N;NE2
692;Trafic (from March 1989);1230;T110;F1N724;F1N724;F1N;NE7
693;Trafic (from March 1989);1230;T110;F1N724;F1N724;F1N;NE3
694;Trafic (from March 1989);1230;T110;F1N724;F1N724;F1N;NE2
695;Trafic (from March 1989);1230;T110;J5R716;J5R716;J5R;NE2
696;Trafic (from March 1989);1230;T110;J5R716;J5R716;J5R;NE7
697;Trafic (from March 1989);1230;T110;J5R716;J5R716;J5R;NE3
698;Trafic (from March 1989);1230;T110;J7T600;J7T600;J7T;NE7
699;Trafic (from March 1989);1230;T110;J7T600;J7T600;J7T;NE3
700;Trafic (from March 1989);1230;T110;J7T600;J7T600;J7T;NE2
701;Trafic (from March 1989);1230;T110;J7T780;J7T780;J7T;NE7
702;Trafic (from March 1989);1230;T110;J7T780;J7T780;J7T;NE3
703;Trafic (from March 1989);1230;T110;J7T780;J7T780;J7T;NE2
704;Trafic (from March 1989);1230;T110;J8S622;J8S622;J8S;NE2
705;Trafic (from March 1989);1230;T110;J8S622;J8S622;J8S;NE7
706;Trafic (from March 1989);1230;T110;J8S622;J8S622;J8S;NE3
707;Trafic (from March 1989);1230;T110;J8S758;J8S758;J8S;NE2
708;Trafic (from March 1989);1230;T110;J8S758;J8S758;J8S;NE3
709;Trafic (from March 1989);1230;T110;J8S758;J8S758;J8S;NE7
710;Trafic (from March 1989);1230;T110;S8U750;S8U750;S8U;NE7
711;Trafic (from March 1989);1230;T110;S8U750;S8U750;S8U;NE3
712;Trafic (from March 1989);1230;T110;S8U750;S8U750;S8U;NE2
713;Trafic (from March 1989);1230;T110;S8U752;S8U752;S8U;NE7
714;Trafic (from March 1989);1230;T110;S8U752;S8U752;S8U;NE3
715;Trafic (from March 1989);1230;T110;S8U752;S8U752;S8U;NE2
716;Trafic (from March 1989);1230;T110;S8U758;S8U758;S8U;NE7
717;Trafic (from March 1989);1230;T110;S8U758;S8U758;S8U;NE3
718;Trafic (from March 1989);1230;T110;S8U758;S8U758;S8U;NE2
719;Trafic (from March 1989);1230;T110;;;J7R;NE3
720;Trafic (from March 1989);1230;T110;;;J7R;NE2
721;Trafic (from March 1989);1230;T110;;;F7T;NE7
722;Trafic (from March 1989);1230;T110;;;F7T;NE3
723;Trafic (from March 1989);1230;T110;;;F7T;NE2
724;Trafic (from March 1989);1230;T110;;;J7R;NE7
725;Trafic (from March 1989);1230;T113;852750;852750;852;NE2
726;Trafic (from March 1989);1230;T113;852750;852750;852;NE7
727;Trafic (from March 1989);1230;T113;852750;852750;852;NE3
728;Trafic (from March 1989);1230;T113;C1J700;C1J700;C1J;NE7
729;Trafic (from March 1989);1230;T113;C1J700;C1J700;C1J;NE3
730;Trafic (from March 1989);1230;T113;C1J700;C1J700;C1J;NE2
731;Trafic (from March 1989);1230;T113;F1N720;F1N720;F1N;NE7
732;Trafic (from March 1989);1230;T113;F1N720;F1N720;F1N;NE3
733;Trafic (from March 1989);1230;T113;F1N720;F1N720;F1N;NE2
734;Trafic (from March 1989);1230;T113;F1N724;F1N724;F1N;NE7
735;Trafic (from March 1989);1230;T113;F1N724;F1N724;F1N;NE3
736;Trafic (from March 1989);1230;T113;F1N724;F1N724;F1N;NE2
737;Trafic (from March 1989);1230;T113;J5R716;J5R716;J5R;NE7
738;Trafic (from March 1989);1230;T113;J5R716;J5R716;J5R;NE3
739;Trafic (from March 1989);1230;T113;J5R716;J5R716;J5R;NE2
740;Trafic (from March 1989);1230;T113;J7T600;J7T600;J7T;NE2
741;Trafic (from March 1989);1230;T113;J7T600;J7T600;J7T;NE7
742;Trafic (from March 1989);1230;T113;J7T600;J7T600;J7T;NE3
743;Trafic (from March 1989);1230;T113;J7T780;J7T780;J7T;NE7
744;Trafic (from March 1989);1230;T113;J7T780;J7T780;J7T;NE3
745;Trafic (from March 1989);1230;T113;J7T780;J7T780;J7T;NE2
746;Trafic (from March 1989);1230;T113;J8S622;J8S622;J8S;NE7
747;Trafic (from March 1989);1230;T113;J8S622;J8S622;J8S;NE3
748;Trafic (from March 1989);1230;T113;J8S622;J8S622;J8S;NE2
749;Trafic (from March 1989);1230;T113;J8S758;J8S758;J8S;NE2
750;Trafic (from March 1989);1230;T113;J8S758;J8S758;J8S;NE3
751;Trafic (from March 1989);1230;T113;J8S758;J8S758;J8S;NE7
752;Trafic (from March 1989);1230;T113;S8U750;S8U750;S8U;NE2
753;Trafic (from March 1989);1230;T113;S8U750;S8U750;S8U;NE3
754;Trafic (from March 1989);1230;T113;S8U750;S8U750;S8U;NE7
755;Trafic (from March 1989);1230;T113;S8U752;S8U752;S8U;NE7
756;Trafic (from March 1989);1230;T113;S8U752;S8U752;S8U;NE3
757;Trafic (from March 1989);1230;T113;S8U752;S8U752;S8U;NE2
758;Trafic (from March 1989);1230;T113;S8U758;S8U758;S8U;NE7
759;Trafic (from March 1989);1230;T113;S8U758;S8U758;S8U;NE3
760;Trafic (from March 1989);1230;T113;S8U758;S8U758;S8U;NE2
761;Trafic (from March 1989);1230;T113;;;F7T;NE3
762;Trafic (from March 1989);1230;T113;;;J7R;NE7
763;Trafic (from March 1989);1230;T113;;;F7T;NE2
764;Trafic (from March 1989);1230;T113;;;J7R;NE3
765;Trafic (from March 1989);1230;T113;;;J7R;NE2
766;Trafic (from March 1989);1230;T113;;;F7T;NE7
767;Trafic (from March 1989);1230;T118;852750;852750;852;NE7
768;Trafic (from March 1989);1230;T118;852750;852750;852;NE3
769;Trafic (from March 1989);1230;T118;852750;852750;852;NE2
770;Trafic (from March 1989);1230;T118;C1J700;C1J700;C1J;NE3
771;Trafic (from March 1989);1230;T118;C1J700;C1J700;C1J;NE7
772;Trafic (from March 1989);1230;T118;C1J700;C1J700;C1J;NE2
773;Trafic (from March 1989);1230;T118;F1N720;F1N720;F1N;NE7
774;Trafic (from March 1989);1230;T118;F1N720;F1N720;F1N;NE3
775;Trafic (from March 1989);1230;T118;F1N720;F1N720;F1N;NE2
776;Trafic (from March 1989);1230;T118;F1N724;F1N724;F1N;NE7
777;Trafic (from March 1989);1230;T118;F1N724;F1N724;F1N;NE3
778;Trafic (from March 1989);1230;T118;F1N724;F1N724;F1N;NE2
779;Trafic (from March 1989);1230;T118;J5R716;J5R716;J5R;NE2
780;Trafic (from March 1989);1230;T118;J5R716;J5R716;J5R;NE3
781;Trafic (from March 1989);1230;T118;;;F7T;NE2
782;Trafic (from March 1989);1230;T118;;;F7T;NE3
783;Trafic (from March 1989);1230;T118;;;F7T;NE7
784;Trafic (from March 1989);1232;P313;852720;852720;852;NO2
785;Trafic (from March 1989);1232;P313;852720;852720;852;NO5
786;Trafic (from March 1989);1232;P313;F1N720;F1N720;F1N;NO5
787;Trafic (from March 1989);1232;P313;F1N720;F1N720;F1N;NO2
788;Trafic (from March 1989);1232;P313;F1N722;F1N722;F1N;NO5
789;Trafic (from March 1989);1232;P313;F1N722;F1N722;F1N;NO2
790;Trafic (from March 1989);1232;P313;F1N724;F1N724;F1N;NO5
791;Trafic (from March 1989);1232;P313;F1N724;F1N724;F1N;NO2
792;Trafic (from March 1989);1232;P313;J5R726;J5R726;J5R;NO5
793;Trafic (from March 1989);1232;P313;J5R726;J5R726;J5R;NO2
794;Trafic (from March 1989);1232;P313;J8S620;J8S620;J8S;NO5
795;Trafic (from March 1989);1232;P313;J8S620;J8S620;J8S;NO2
796;Trafic (from March 1989);1232;P313;;;S8U;NO2
797;Trafic (from March 1989);1232;P313;;;S8U;NO5
798;Trafic (from March 1989);1232;P318;852720;852720;852;NO2
799;Trafic (from March 1989);1232;P318;852720;852720;852;NO5
800;Trafic (from March 1989);1232;P318;F1N720;F1N720;F1N;NO5
801;Trafic (from March 1989);1232;P318;F1N720;F1N720;F1N;NO2
802;Trafic (from March 1989);1232;P318;F1N722;F1N722;F1N;NO5
803;Trafic (from March 1989);1232;P318;F1N722;F1N722;F1N;NO2
804;Trafic (from March 1989);1232;P318;F1N724;F1N724;F1N;NO5
805;Trafic (from March 1989);1232;P318;F1N724;F1N724;F1N;NO2
806;Trafic (from March 1989);1232;P318;J5R726;J5R726;J5R;NO5
807;Trafic (from March 1989);1232;P318;J5R726;J5R726;J5R;NO2
808;Trafic (from March 1989);1232;P318;J8S620;J8S620;J8S;NO5
809;Trafic (from March 1989);1232;P318;J8S620;J8S620;J8S;NO2
810;Trafic (from March 1989);1232;P318;;;S8U;NO5
811;Trafic (from March 1989);1232;P318;;;S8U;NO2
812;Trafic (from March 1989);1232;P328;852720;852720;852;NO2
813;Trafic (from March 1989);1232;P328;852720;852720;852;NO5
814;Trafic (from March 1989);1232;P328;F1N720;F1N720;F1N;NO5
815;Trafic (from March 1989);1232;P328;F1N720;F1N720;F1N;NO2
816;Trafic (from March 1989);1232;P328;F1N722;F1N722;F1N;NO5
817;Trafic (from March 1989);1232;P328;F1N722;F1N722;F1N;NO2
818;Trafic (from March 1989);1232;P328;F1N724;F1N724;F1N;NO5
819;Trafic (from March 1989);1232;P328;F1N724;F1N724;F1N;NO2
820;Trafic (from March 1989);1232;P328;J5R726;J5R726;J5R;NO5
821;Trafic (from March 1989);1232;P328;J5R726;J5R726;J5R;NO2
822;Trafic (from March 1989);1232;P328;J8S620;J8S620;J8S;NO5
823;Trafic (from March 1989);1232;P328;J8S620;J8S620;J8S;NO2
824;Trafic (from March 1989);1232;P328;;;S8U;NO5
825;Trafic (from March 1989);1232;P328;;;S8U;NO2
826;Trafic (from March 1989);1232;P353;852720;852720;852;NO2
827;Trafic (from March 1989);1232;P353;852720;852720;852;NO5
828;Trafic (from March 1989);1232;P353;F1N720;F1N720;F1N;NO5
829;Trafic (from March 1989);1232;P353;F1N720;F1N720;F1N;NO2
830;Trafic (from March 1989);1232;P353;F1N722;F1N722;F1N;NO5
831;Trafic (from March 1989);1232;P353;F1N722;F1N722;F1N;NO2
832;Trafic (from March 1989);1232;P353;F1N724;F1N724;F1N;NO5
833;Trafic (from March 1989);1232;P353;F1N724;F1N724;F1N;NO2
834;Trafic (from March 1989);1232;P353;J5R726;J5R726;J5R;NO2
835;Trafic (from March 1989);1232;P353;J5R726;J5R726;J5R;NO5
836;Trafic (from March 1989);1232;P353;J8S620;J8S620;J8S;NO5
837;Trafic (from March 1989);1232;P353;J8S620;J8S620;J8S;NO2
838;Trafic (from March 1989);1232;P353;;;S8U;NO5
839;Trafic (from March 1989);1232;P353;;;S8U;NO2
840;Trafic (from March 1989);1232;P358;852720;852720;852;NO5
841;Trafic (from March 1989);1232;P358;852720;852720;852;NO2
842;Trafic (from March 1989);1232;P358;F1N720;F1N720;F1N;NO5
843;Trafic (from March 1989);1232;P358;F1N720;F1N720;F1N;NO2
844;Trafic (from March 1989);1232;P358;F1N722;F1N722;F1N;NO5
845;Trafic (from March 1989);1232;P358;F1N722;F1N722;F1N;NO2
846;Trafic (from March 1989);1232;P358;F1N724;F1N724;F1N;NO5
847;Trafic (from March 1989);1232;P358;F1N724;F1N724;F1N;NO2
848;Trafic (from March 1989);1232;P358;J5R726;J5R726;J5R;NO5
849;Trafic (from March 1989);1232;P358;J5R726;J5R726;J5R;NO2
850;Trafic (from March 1989);1232;P358;J8S620;J8S620;J8S;NO5
