ID;NPRO;DPRO;TVEH;ZDOC;REEM;CPRO;CORT;UBIC;STOC;PCUR;PEND;DIFE;FUEN;FUSA;BPCL;BPNC;PDUM;PDUA;FAM1;FAMI;NPRV;CADU
1284;7700690636;INTERRUPTOR    63/43;43;;;NV2;1111;12-0305;3;0;0;0;1980-01-01;1980-01-01;23004;14952.6;8051.4;2136.53;0.65;688;11;
1285;7700690866;CORREA DIREC P.96/42;96/42;;;;1421;19-0401;3;0;0;0;1998-08-03;1998-09-30;7268;4360.8;2907.2;785.27;0.6;503;13;151
1286;7700690867;CORREA COMP/ALTER 96;96;;;;1421;13-0104;4;0;0;0;1998-05-07;1998-02-17;6318;3790.8;2527.2;529.3;0.6;503;13;151
1287;7700691014;SOPORTE TAPA RUEDA51;51;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;7821;5083.65;2737.35;0;0.65;994;11;688
1288;7700691451;RETEN             63;63;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;994;11;259
1289;7700691527;GUIA CERRADURA    21;21;;;NV2;1111;13-0506;1;0;0;0;1998-08-03;1998-05-27;1728;1123.2;604.8;135.12;0.65;996;11;319
1290;7700691528;BOCINA MESA ITNF  75;75;;;OO8;1181;4-0203;8;0;0;0;1996-04-04;1996-04-04;14931;2986.2;11944.8;921.45;0.2;461;11;637
1291;7700691607;COLA ESCAPE       47;47;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;7556;4911.4;2644.6;0;0.65;35;11;688
1292;7700691721;MANGUERA RETORNO  63;63;;;;1111;15-0303;1;0;0;0;1980-01-01;1980-01-01;31933;20756.45;11176.55;2647.44;0.65;510;11;
1293;7700692067;BRIDA BARRA TORCION. 41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;650;422.5;227.5;0;0.65;978;11;130
1294;7700692072;EMBELLEC.PALANCA  73;73;;;;1111;7-0405;1;0;0;0;1997-05-19;1997-05-19;6564;4266.6;2297.4;0;0.65;996;11;169
1295;7700692073;EMBELLEC.PALANCA  73;73;;;;1111;6-0804;3;0;0;0;1997-08-19;1998-04-22;17499;11374.35;6124.65;2021.6;0.65;353;11;169
1296;7700692074;PALANCA CAMBIO    73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;8092;5259.8;2832.2;0;0.65;996;11;655
1297;7700692075;DIAL PALANCA AUT: 42;42;;;;1111;12-0302;1;0;0;0;1996-07-18;1996-07-18;7971;5181.15;2789.85;0;0.65;996;11;169
1298;7700692243;CARTER FILTRO  43/63;63;;;NV2;1111;60-0001;2;0;0;0;1980-01-01;1980-01-01;67392;43804.8;23587.2;6240.69;0.65;513;11;
1299;7700692252;BOCINA DE GOMA    41;41;;;;1111;23-0301;198;0;0;0;1998-08-03;1998-10-28;1453;944.45;508.55;232.84;0.65;993;11;661
1300;7700692264;CONSOLA TABLERO   42;42;;;;1111;15-0306;1;0;0;0;1980-01-01;1980-01-01;8588;5582.2;3005.8;548.91;0.65;996;11;169
1301;7700692265;OBTURADOR TABLERO 42;42;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;25971;16881.15;9089.85;0;0.65;337;11;130
1302;7700692271;GUARDABARRO IZQUIERDO.  63;63;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;137899;89634.35;48264.65;0;0.65;996;11;619
1303;7700692315;TENSOR DISTRIB 63/21;63/21;;;;1111;3-0902;16;0;0;0;1998-05-28;1998-10-01;51840;33696;18144;4211.63;0.65;506;11;373
1304;7700692543;CERRADURA DE CAPOT96;96;;;;1111;13-0407;3;0;0;0;1996-09-30;1996-09-30;29756;19341.4;10414.6;2190.36;0.65;306;11;310
1305;7700692570;GANCHO CINTURON   73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;52831;34340.15;18490.85;0;0.65;347;13;
1306;7700692729;BASE CERRAD CAPOT 50;50;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;2904;1887.6;1016.4;0;0.65;996;11;310
1307;7700693227;EJE SELECTOR 1 Y 241;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;66570;43270.5;23299.5;0;0.65;72;11;649
1308;7700693266;PARACHOQUE DEL BOUTQUE. 96;96;;;;1611;;0;0;0;0;1980-01-01;1980-01-01;178916;116295.4;62620.6;0;0.65;282;11;622
1309;7700693400;AJUSTADOR F2   51/42;51/42;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;20175;13113.75;7061.25;0;0.65;993;11;652
1310;7700693403;SOPORTE GOBERNAD. 75;75;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;5295;3441.75;1853.25;0;0.65;993;11;793
1311;7700693541;CINTURON DER      73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;903;13;733
1312;7700694142;EMPACADURA BOMBA  19;19;;;;1411;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;522;11;484
1313;7700694303;DISTRIBUIDOR      63;63;;;;1121;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;607;11;514
1314;7700694562;SINCRONICO 5TA+R  T4;T4;PREVEER 7700709228;;GG8;1111;1-0507;2;0;0;0;1996-10-10;1996-10-10;90845;59049.25;31795.75;9690.19;0.65;64;11;
1315;7700694628;MANILLA EXTERIOR  96;96;;;NV2;1111;13-0504;2;0;0;0;1980-01-01;1980-01-01;15984;10389.6;5594.4;185.79;0.65;311;11;325
1316;7700694658;TORNILLO          19;19;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;3622;2354.3;1267.7;0;0.65;32;11;253
1317;7700694733;CAJETIN PALANCA   73;73;;;;1111;11-0903;1;0;0;0;1998-07-07;1998-04-22;15125;9831.25;5293.75;1671.25;0.65;81;11;130
1318;7700694776;BARRA ESTAB.AR.   T4;T4;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;120891;78579.15;42311.85;0;0.65;128;11;685
1319;7700694955;TAPA BLOQUE MOTOR 19;19;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;160732;104475.8;56256.2;0;0.65;499;11;373
1320;7700695190;BRIDA ARBOL    19/LY;LY;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;90868;59064.2;31803.8;0;0.65;110;11;373
1321;7700695221;MANGUERA PRESION  63;63;;;NV2;1111;30-0203;1;0;0;0;1998-10-31;1997-08-05;49032;31870.8;17161.2;4991.28;0.65;975;11;148
1322;7700695436;PI#ON RETROCESO41/21;21;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;79;11;649
1323;7700695470;GOMA PARABRISA    63;63;;;OO8;1151;25-0303;1;0;0;0;1997-10-27;1998-02-04;95976;47988;47988;11660.4;0.5;362;11;637
1324;7700695569;GOMA PALANCA CAMB 73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;993;11;637
1325;7700695648;SOPORTE CAJ AUTM  63;63;;;NV1;1111;12-0401;1;0;0;0;1998-07-07;1997-05-19;29895;19431.75;10463.25;3300.72;0.65;55;11;
1326;7700695649;SOPORTE CAJA AUT. 63;63;;;NV1;1611;9-0804;2;0;0;0;1998-07-07;1997-01-17;29895;19431.75;10463.25;3300.72;0.65;55;11;643
1327;7700695744;OBTURADOR      63/42;42;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;978;11;130
1328;7700695820;SOPORTE GUAYA EMB.63;63;;;;1111;5-0503;5;0;0;0;1998-08-03;1998-10-23;7983;5188.95;2794.05;726.87;0.65;250;11;688
1329;7700695940;ESTOPERA CIGUE#AL 19;19;;7703087190;;1121;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;971;11;493
1330;7700695943;JUNTA CART.ACEITE.T4;T4;;6001040547;;1021;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;524;11;481
1331;7700695993;SOPORTE DESHIDRAT.73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;8844;5748.6;3095.4;0;0.65;575;11;637
1332;7700695994;SOPORTE FILT/DESID21;21;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;10737;6979.05;3757.95;0;0.65;997;11;169
1333;7700696063;SOPORTE ARBOL     19;19;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;7290;4738.5;2551.5;0;0.65;53;11;247
1334;7700696480;MANDO ASIENTO IZQUIERDO.73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;10653;6924.45;3728.55;0;0.65;377;11;169
1335;7700696516;MANDO ASIENTO DER.73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;10263;6670.95;3592.05;0;0.65;997;11;169
1336;7700696707;INTERRUPT.PTA  63/42;63/42;;;NV1;1111;5-0708;2;0;0;0;1998-07-07;1997-12-05;65039;42275.35;22763.65;7184.05;0.65;996;11;562
1337;7700697273;SOPORTE BASE CAJ  75;75;;;NV2;1111;13-0702;2;0;0;0;1980-01-01;1980-01-01;24840;16146;8694;2538.75;0.65;55;11;
1338;7700697414;CUBO RUEDA        T4;T4;;;NV2;1111;10-0301;2;0;0;0;1980-01-01;1980-01-01;301212;195787.8;105424.2;22452.55;0.65;119;11;709
1339;7700697780;TUBO CAJA         73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;3718;2416.7;1301.3;0;0.65;919;11;142
1340;7700698135;SOPORTE FRENO 63;63;;;SS8;1111;1-0904;1;0;0;0;1997-12-10;1997-08-28;29927;19452.55;10474.45;4173.1;0.65;;11;
1341;7700698136;SOPORTE FRENO 63;63;;;SS8;1111;1-0304;1;0;0;0;1997-12-10;1997-08-28;29927;19452.55;10474.45;4173.1;0.65;;11;
1342;7700698329;JUNTA             73;73;;;;1411;12-0306;1;0;0;0;1998-10-06;1998-10-06;1526;991.9;534.1;0;0.65;993;11;157
1343;7700698330;MANGUERA CARB.    T4;T4;;;SS8;1121;4-0604;2;0;0;0;1980-01-01;1980-01-01;65974;39584.4;26389.6;5944.1;0.6;549;11;
1344;7700698962;TAPA BLOQUE MOTOR 19;19;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;3694;2401.1;1292.9;0;0.65;499;11;373
1345;7700699003;PLAQUETAS         41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;6496;4222.4;2273.6;0;0.65;993;11;274
1346;7700699011;BARRA TRASERA FIJ.42;42;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;110145;71594.25;38550.75;0;0.65;128;11;643
1347;7700699063;COPELA VALVULA    19;19;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;8140;5291;2849;0;0.65;30;11;373
1348;7700699099;POLEA CIGUEÑ DOBLE41;41;;;NV2;1111;13-0902;2;0;0;0;1980-01-01;1980-01-01;41796;27167.4;14628.6;4259.31;0.65;9;11;472
1349;7700699392;PARACHOQUE TRAS.  53;53;;;;1611;;0;0;0;0;1980-01-01;1980-01-01;80848;52551.2;28296.8;0;0.65;284;11;622
1350;7700699438;CORREA COMPRESOR  73;73;;;;1421;22-0502;7;0;0;0;1998-07-03;1998-09-30;13668;8200.8;5467.2;1623.3;0.6;503;13;151
1351;7700699619;TUBO LLENADO      73;73;;;;1111;24-0302;1;0;0;0;1998-09-10;1998-07-13;28259;18368.35;9890.65;4522.45;0.65;546;11;142
1352;7700699621;LATERAL DER CONSOL41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;996;11;169
1353;7700699622;LATERAL DER CONSOL41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;996;11;169
1354;7700699765;GOMA PARACHOQUE   51;51;;;;1111;33-0102;1;0;0;0;1998-04-24;1998-04-29;20664;13431.6;7232.4;2657.95;0.65;341;11;622
1355;7700700031;ARANDELA CAJA V   75;75;;;;1111;3-0105;1;0;0;0;1998-06-08;1998-07-13;4512;2932.8;1579.2;449.97;0.65;11;11;262
1356;7700700032;ARANDELA CAJA VEL 75;75;;;;1111;6-0505;1;0;0;0;1998-06-08;1998-07-13;4773;3102.45;1670.55;475.09;0.65;11;11;262
1357;7700700301;BASE MATOVENT. 73/42;73/42;;;;1111;18-0303;5;0;0;0;1998-06-08;1998-07-28;69872;45416.8;24455.2;9547.21;0.65;263;11;169
1358;7700700422;CONECTOR          21;21;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;3054;1985.1;1068.9;0;0.65;644;11;
1359;7700700423;CLIPS GUAYA    43/53;53;;;NV2;1111;11-0307;13;0;0;0;1997-07-01;1998-03-11;1728;1123.2;604.8;187.19;0.65;976;11;259
1360;7700700647;SOPORTE COMP      73;73;;;;1111;1-0707;1;0;0;0;1980-01-01;1980-01-01;18386;11950.9;6435.1;1228.71;0.65;991;11;688
1361;7700700860;MANGUERA          63;63;;;;1111;7-0304;2;0;0;0;1998-08-03;1998-05-18;12074;7848.1;4225.9;1381.13;0.65;547;13;142
1362;7700700886;SOP/PARAC/DEL/IZQ/41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;7482;4863.3;2618.7;0;0.65;285;11;622
1363;7700700887;SOPOR D.PARACH DEL41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;7482;4863.3;2618.7;0;0.65;285;11;622
1364;7700700888;SOPOR PARACH TRAS 41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;12303;7996.95;4306.05;0;0.65;285;11;622
1365;7700700912;AMORTIGU. TRAS    73;73;;7700704663;;1121;17-0104;1;0;0;0;1996-09-04;1996-09-04;47520;28512;19008;0;0.6;820;13;
1366;7700700914;AMORTIGUADOR DELT 75;75;;;;1421;28-0104;1;0;0;0;1980-01-01;1980-01-01;59768;35860.8;23907.2;4181.49;0.6;820;13;673
1367;7700701020;RESORTE MALETA    42;42;;;NV2;1111;13-0407;2;0;0;0;1980-01-01;1980-01-01;10368;6739.2;3628.8;964.81;0.65;996;11;
1368;7700701166;TERMINAL ELECTRICO21;21;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;2704;1757.6;946.4;0;0.65;978;11;604
1369;7700701608;JUNTA SERVO 96-73-42;42;;;NV2;1111;15-0207;4;0;0;0;1980-01-01;1980-01-01;2808;1825.2;982.8;279.74;0.65;971;11;
1370;7700701743;CONEXION    51/21/T4;51/21/T4;;;NV2;1111;4-0107;1;0;0;0;1998-09-11;1998-09-24;36566;23767.9;12798.1;3728.59;0.65;571;11;604
1371;7700701744;CAPTADOR MOD.CAJA.42;42;;;;1121;;0;0;0;0;1980-01-01;1980-01-01;53839;32303.4;21535.6;0;0.6;993;11;652
1372;7700701831;RESORTE BRIDA     73;73;;;;1111;1-0407;2;0;0;0;1998-08-03;1998-09-21;7137;4639.05;2497.95;703.01;0.65;171;11;268
1373;7700701835;CILIN.FRENO PPAL. 63;63;;;NV2;1011;53-0401;4;0;0;0;1997-09-04;1997-09-04;163257;106117.05;57139.95;11076.06;0.65;821;13;709
1374;7700701840;MANILLA INT.TRAS D41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;27595;17936.75;9658.25;0;0.65;315;11;325
1375;7700701950;EJE               50;50;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;18559;12063.35;6495.65;0;0.65;306;11;319
1376;7700702084;CONMUTADOR /LUCES 41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;217531;141395.15;76135.85;0;0.65;679;11;565
1377;7700702183;GOMA DE PUERTA.   63;63;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;110549;71856.85;38692.15;0;0.65;378;11;637
1378;7700702425;TORNILLO CAMARA   19;19;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;463;11;253
1379;7700702748;ELEVA.VIDRIO.DER. 47;47;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;84242;54757.3;29484.7;0;0.65;309;11;331
1380;7700702749;ELEVA.VIDRIO.IZQUIERDO. 47;47;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;84242;54757.3;29484.7;0;0.65;309;11;331
1381;7700702750;ELEVA.VID.DEL.DER.41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;101495;65971.75;35523.25;0;0.65;309;11;331
1382;7700702751;ELEVA.VID.DEL.IZQUIERDO.41;41;;;GG8;1111;30-0202;2;0;0;0;1998-06-08;1998-02-27;84242;54757.3;29484.7;8388.38;0.65;309;11;331
1383;7700702752;ELEVA.VID.DEL.DER.50;50;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;101495;65971.75;35523.25;0;0.65;309;11;331
1384;7700702753;ELEVA.VID.DEL.IZQUIERDO.50;50;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;84242;54757.3;29484.7;0;0.65;309;11;325
1385;7700702809;ARANDELA CAMARA   19;19;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;1159;753.35;405.65;0;0.65;465;11;465
1386;7700702885;SOPORTE COMPRESOR 43;43;;;;1111;15-0803;1;0;0;0;1980-01-01;1980-01-01;95075;61798.75;33276.25;7834.64;0.65;991;11;
1387;7700703136;VALVULA TERMOST75/63;63;;;;1411;4-0804;7;0;0;0;1996-11-15;1998-05-13;10634;6912.1;3721.9;1147.13;0.65;519;11;444
1388;7700703140;TOPE BOCINA       41;41;;;;1111;4-0806;4;0;0;0;1998-04-24;1998-09-30;3021;1963.65;1057.35;222;0.65;993;11;637
1389;7700703164;BOCINA            75;75;;;;1421;;0;0;0;0;1980-01-01;1980-01-01;3426;2055.6;1370.4;0;0.6;508;11;709
1390;7700703318;SOPORTE TRAS COMP.42;42;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;653;11;274
1391;7700703348;RETEN CERRADUR.73/22;73/22;;;NV2;1111;15-0506;3;0;0;0;1980-01-01;1980-01-01;2160;1404;756;225.06;0.65;412;11;250
1392;7700703435;BIELETA CAMB VELOC96;96;;;GG8;1111;6-0206;1;0;0;0;1998-04-21;1998-09-14;7024;4565.6;2458.4;860.34;0.65;112;11;688
1393;7700703943;MONOG/ RENAULT    96;96;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;13272;8626.8;4645.2;0;0.65;345;11;346
1394;7700704025;SOPORTE GUAYA CAMB63;63;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;47634;30962.1;16671.9;0;0.65;993;11;169
1395;7700704114;MESETA INF        96;96;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;289170;187960.5;101209.5;0;0.65;111;13;685
1396;7700704115;BRAZO SUSP DER 47/96;96;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;280747;182485.55;98261.45;0;0.65;111;11;685
1397;7700704136;RETEN CILIND   41/73;73;;;OO8;1191;3-0305;20;0;0;0;1998-04-24;1998-02-17;4959;1735.65;3223.35;528.21;0.35;402;11;319
1398;7700704191;ELEVADOR TRAS IZQ 96;96;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;101495;65971.75;35523.25;0;0.65;309;11;325
1399;7700704192;ELEVA VID TRAS D/ 96;96;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;84242;54757.3;29484.7;0;0.65;309;11;331
1400;7700704218;VARILLA DE ACEITE 19;19;;;NV2;1111;6-0502;1;0;0;0;1998-09-10;1998-07-30;9807;6374.55;3432.45;1570.25;0.65;19;11;373
1401;7700704312;GOMA MODULO       21;21;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;7584;4929.6;2654.4;0;0.65;993;11;652
1402;7700704658;CIGUEÑAL MOTOR 19/LY;LY;;;;1111;26-0202;1;0;0;0;1997-06-23;1997-06-23;769960;500474;269486;87525.5;0.65;3;11;457
1403;7700704663;AMORTIGUADOR T.  73/42;73/42;;;;1421;28-0304;7;0;0;0;1998-01-23;1998-08-26;37776;22665.6;15110.4;8473.13;0.6;820;13;673
1404;7700704696;CHAPA SUPERIOR .  22;22;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;7225;4696.25;2528.75;0;0.65;107;11;688
1405;7700704705;DISCO FRENO       73;73;;7701204282;;1121;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;114;13;709
1406;7700704718;TORNILLO BLOQUE   19;19;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;2085;1355.25;729.75;0;0.65;463;11;253
1407;7700704821;SPOILER           41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;100972;65631.8;35340.2;0;0.65;289;11;637
1408;7700704838;RADIADOR DE AGUA  21;21;;;;1121;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;541;11;721
1409;7700704934;GOMA COMPUERTA    53;53;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;141058;91687.7;49370.3;0;0.65;362;11;637
1410;7700704939;JUNTA CARTER CAJA.75;75;;;;1121;;0;0;0;0;1980-01-01;1980-01-01;10053;6031.8;4021.2;0;0.6;572;11;181
1411;7700705224;SOPORT MOT VENT   63;63;;;NV2;1111;53-0501;2;0;0;0;1998-10-31;1998-08-13;32832;21340.8;11491.2;3348.55;0.65;263;11;
1412;7700705253;PROTECTOR DELANT. 73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;27850;18102.5;9747.5;0;0.65;226;11;226
1413;7700705735;INTERRUPTOR    41/73;41/73;;;NV1;1111;2-0805;1;0;0;0;1998-07-07;1998-03-05;23583;15328.95;8254.05;2604.36;0.65;688;11;562
1414;7700705925;INTERRUPTOR       F4;F4;;;SS8;1111;1-0705;4;0;0;0;1998-03-03;1997-12-10;21011;13657.15;7353.85;2639.52;0.65;688;11;562
1415;7700706007;GUARDAPOL CAJA 63/42;42;;7701469617;;1111;;0;0;0;0;1980-01-01;1980-01-01;14354;9330.1;5023.9;0;0.65;139;11;661
1416;7700706549;PIÑON PRIMERA     73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;144372;93841.8;50530.2;0;0.65;79;11;649
1417;7700706876;CAPTAD PRES 22/LY/FS;FS;;;NV1;1111;12-0805;1;0;0;0;1998-09-22;1998-09-30;66539;43250.35;23288.65;12514.02;0.65;152;11;604
1418;7700706942;CORREA DIR.HID.43/63;63;;;;1421;17-0204;16;0;0;0;1998-08-03;1998-09-30;6428;3856.8;2571.2;855.06;0.6;503;13;151
1419;7700706970;COMPL.PANEL AR D. 73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;60393;39255.45;21137.55;0;0.65;386;11;169
1420;7700707107;MANG CARBURADO 73/42;42;;;NV2;1111;17-0702;1;0;0;0;1998-10-31;1997-11-18;18900;12285;6615;1420.83;0.65;549;11;142
1421;7700707183;BIELETA ACELEL:41/42;42;;;;1111;4-0906;12;0;0;0;1998-08-03;1998-09-30;7137;4639.05;2497.95;645.93;0.65;173;11;361
1422;7700707307;PIÑON             41;41;;;GG8;1111;4-0606;7;0;0;0;1998-04-21;1998-09-24;22823;14834.95;7988.05;2821.1;0.65;87;11;649
1423;7700707309;TUERCA PIÑON CTA K41;K41;;;GG8;1111;7-0706;2;0;0;0;1998-06-08;1997-05-02;23032;14970.8;8061.2;2476.1;0.65;87;11;253
1424;7700707690;SOPORTE ALT/COMP  73;73;;;NV2;1111;5-0102;1;0;0;0;1998-08-03;1998-05-28;105840;68796;37044;9776.94;0.65;653;11;
1425;7700707883;BASE COMPL.       73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;8353;5429.45;2923.55;0;0.65;997;11;688
1426;7700707884;BASE COMPL.IZQUIERDO.   73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;8353;5429.45;2923.55;0;0.65;997;11;688
1427;7700707885;COMPT.IZQUIERDO.BANDEJA 73;73;;;NV2;1111;50-0102;4;0;0;0;1980-01-01;1980-01-01;79812;51877.8;27934.2;8110.57;0.65;336;11;
1428;7700707886;COMPLEM BANDEJ/T  73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;124954;81220.1;43733.9;0;0.65;336;11;169
1429;7700708006;TENSOR ALTERNADOR 73;73;;;NV2;1111;13-0803;2;0;0;0;1980-01-01;1980-01-01;8748;5686.2;3061.8;819.14;0.65;652;11;
1430;7700708043;REJILLA CORNETA   73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;18663;12130.95;6532.05;0;0.65;909;11;169
1431;7700708152;ARO SINCRONICO.63.73;73;;;;1111;6-0908;13;0;0;0;1998-08-03;1998-09-15;31981;20787.65;11193.35;3440.63;0.65;63;11;649
1432;7700708304;POLEA COMPRES/AAC.21;21;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;74790;48613.5;26176.5;0;0.65;9;11;259
1433;7700708314;SOPORTE           73;73;;;;1111;12-0107;1;0;0;0;1980-01-01;1980-01-01;10403;6761.95;3641.05;869.81;0.65;996;11;
1434;7700708401;TUBO LLENADO GAS  96;96;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;15733;10226.45;5506.55;0;0.65;546;11;142
1435;7700708415;SOPORTE           73;73;;;OO8;1161;2-0307;1;0;0;0;1997-09-29;1997-07-10;13606;5442.4;8163.6;1533.15;0.4;996;11;688
1436;7700708571;GOMA VIDRIO TRAS. 53;53;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;121688;79097.2;42590.8;0;0.65;380;11;637
1437;7700708730;CARBURADOR ZENITH 47;47;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;258956;168321.4;90634.6;0;0.65;500;11;361
1438;7700708870;INTERRUP.INTERMIT.73;73;;;;1111;11-0105;2;0;0;0;1998-07-07;1998-10-21;20424;13275.6;7148.4;2182.23;0.65;688;11;562
1439;7700708874;INTERRUP.LUNETA   41;41;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;20537;13349.05;7187.95;0;0.65;688;11;562
1440;7700708875;INTERRUPTOR L-P   73;73;;;NV2;1111;13-0505;3;0;0;0;1980-01-01;1980-01-01;15876;10319.4;5556.6;1632.21;0.65;688;11;
1441;7700709072;PROTECTOR MOT. 73/42;73/42;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;59576;38724.4;20851.6;0;0.65;226;11;169
1442;7700709133;PI#ON DE DIST: 63/21;21;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;24;11;469
1443;7700709147;CARBURAD SINC. 43/63;43/63;;;;1131;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;500;11;361
1444;7700709182;TORNILLO VOLAT.73/LY;73/LY;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;1229;798.85;430.15;0;0.65;463;11;253
1445;7700709228;SINCRONICO 5TA    T4;T4;;;GG8;1111;4-0604;1;0;0;0;1996-09-27;1996-09-27;259200;168480;90720;23315.78;0.65;64;11;
1446;7700709251;POLEA CIGUEÑAL    73;73;;;GG8;1111;2-0704;1;0;0;0;1996-09-25;1998-09-24;25731;16725.15;9005.85;1650.22;0.65;9;11;472
1447;7700709380;ESTRUC ASTO DEL IZ63;63;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;365;11;175
1448;7700709467;OBTURADOR         73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;3244;2108.6;1135.4;0;0.65;978;11;130
1449;7700709613;MANGUERA          63;63;;;;1121;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;549;13;148
1450;7700709793;ANILLO RASGADOR   21;21;;;;1621;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;11;11;358
1451;7700709814;TAPON BOMB GAS 73/21;21;;;;1111;2-0303;14;0;0;0;1998-07-03;1998-09-30;2268;1474.2;793.8;334.3;0.65;978;11;142
1452;7700709919;VOLANTE MOTOR     T4;T4;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;417992;271694.8;146297.2;0;0.65;29;11;472
1453;7700710022;PROTECTOR MOTOR   73;73;;;;1111;;0;0;0;0;1980-01-01;1980-01-01;8211;5337.15;2873.85;0;0.65;998;11;169
