ID;NPRO;DPRO;TVEH;ZDOC;REEM;CPRO;CORT;UBIC;STOC;PCUR;PEND;DIFE;FUEN;FUSA;BPCL;BPNC;PDUM;PDUA;FAM1;FAMI;NPRV;CADU
1;0000000017;CASETTE XR25 #17    	;17	;;;;1901;12-0203;2;0;0;0;1998-03-19;1998-04-28;249156;249156;134672.35;8625.73;1;930;11;187
2;0000020401;BVI.204-01          	;	;;;;1901;6-0407;1;0;0;0;1998-09-30;1998-09-30;19963;19963;0;0;1;930;11;307
3;0000021301;MOT.213-01          	;	;;;;1901;2-0901;1;0;0;0;1998-09-30;1998-09-30;75628;75628;0;0;1;930;11;307
4;0000021500;MANOM.25/B.BV.AD4.22	;22	;;;;1901;6-0408;1;0;0;0;1998-09-30;1998-09-30;3540;3540;0;0;1;930;11;307
5;0000023300;LLAVE REG.VAL. 21/63	;21/63;;;;1901;;3;0;0;0;1998-09-30;1998-09-30;41982;41982;0;0;1;930;11;301
6;0000023501;HERRAMIENTA       TT	;TT;;;;1901;;3;0;0;0;1998-09-30;1998-09-30;72038;72038;0;0;1;930;11;298
7;0000023600;EXTRACTOR TRANSMISOR	;;;;;1901;;3;0;0;0;1998-09-30;1998-09-30;24896;24896;0;0;1;930;11;301
8;0000025101;HERRAMIENTA KIT     	;TT;;;;1901;2-0906;32;0;0;0;1998-09-30;1998-09-30;15322;15322;0;0;1;930;11;307
9;0000025201;PLACA APOYO MOT.  TT	;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;33465;33465;0;0;1;930;11;
10;0000028002;BARRA GATO       TT	;TT;;;;1901;26-0101;16;0;0;0;1998-06-08;1998-06-15;64487;64487;0;14618.98;1;930;11;
11;0000028406;LIAISON ET.RACOR.TT	;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;24436;24436;0;0;1;930;11;307
12;0000031900;CENTRADOR DE DISCO	;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;10579;10579;0;0;1;930;11;307
13;0000034400;ESPIGA D=6MM. 41/NG	;41/NG;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;11061;11061;0;0;1;930;11;298
14;0000034604;CONTROL TENS.CORR.TT	;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;92308;92308;0;0;1;930;11;
15;0000036401;GANCHO RESORTE		;41;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
16;0000037002;EXTRAC.RODAM.			;96/63;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;76541;76541;0;0;1;930;11;307
17;0000037100;CONCHA ADAPTABLE. 41	;41;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;33016;33016;0;0;1;930;11;307
18;0000044501;FAJA REPOCION STH. TT	;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;1768;1768;0;0;1;930;11;
19;0000045100;PERNO /JUNT CAMARA	;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;18944;18944;0;0;1;930;11;307
20;0000045301;MOT. 453				;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;22736;22736;0;0;1;930;11;307
21;0000045407;CABLEADO MALETA		;63/75;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;607
22;0000046500;H:REEMPLAZAR JUNT 41	;41;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;51460;51460;0;0;1;930;11;307
23;0000046606;TOMA PRES.OIL			;63/21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;12923;12923;0;0;1;930;11;307
24;0000046607;BVI. 466-07			;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;258562;258562;0;0;1;930;11;307
25;0000047500;RACHE 96				;96;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;30215;30215;0;0;1;930;11;307
26;0000048800;MONTA JTA.EMBRAG. NG	;NG;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;21088;21088;0;0;1;930;11;307
27;0000049400;LLAVE REG.DIF. 47/96	;47/96;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;37062;37062;0;0;1;930;11;307
28;0000049500;EXTRACTOR TENS CADEN	;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;
29;0000049800;GANCHO CAMISAS    47	;47;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
30;0000050003;EXTRAC. ESTOPERA  47	;47;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;81198;81198;0;0;1;930;11;295
31;0000050300;MOT.503				;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;17394;17394;0;0;1;930;11;307
32;0000050401;BLOQUEADOR VOLANT		;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;126047;126047;0;0;1;930;11;307
33;0000050901;SOP. DESMONTAD.   41	;41;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;16437;16437;0;0;1;930;11;307
34;0000052401;INTERRUPTOR /PRUEBA.41;41;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;562
35;0000052600;H.PROTECC MONTAR  41	;41;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;22453;22453;0;0;1;930;11;307
36;0000054300;EXTRAC.BISAGRA 63/75	;63/75;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;28178;28178;0;0;1;930;11;
37;0000055407;CONTROL CIRC.REFRIG.	;;;0000055405;;1901;16-0102;1;0;0;0;1998-08-03;1998-09-30;255744;255744;0;37685.43;1;930;11;
38;0000055600;ELC.556				;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;20449;20449;0;0;1;930;11;307
39;0000056500;LLAVE MOTOR ARRAN. 96;96;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;35896;35896;0;0;1;930;11;301
40;0000056700;MOT.567;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;18183;18183;0;0;1;930;11;307
41;0000057301;HERRAMIENTA       TT;TT;;0000057422;;1901;;0;0;0;0;1980-01-01;1980-01-01;22053;22053;0;0;1;930;11;295
42;0000057415;MOT.574-15        TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;19458;19458;0;0;1;930;11;
43;0000057420;MALETA SUS/PISTO  TT;TT;;;;1901;26-0102;1;0;0;1;1997-07-22;1998-04-07;326700;326700;0;67866.46;1;930;11;
44;0000057422;HERRAMIENTA;TT;;0000057420;;1901;28-0202;2;0;0;1;1998-08-03;1998-10-27;299579;299579;0;78511.12;1;930;11;
45;0000058000;MASA DE INERCIA   TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;88907;88907;0;0;1;930;11;307
46;0000058200;MOT.582;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;6934;6934;0;0;1;930;11;307
47;0000058300;PINZA P/MANGURAS  TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;19035;19035;0;0;1;930;11;307
48;0000058700;HERRAMIENTA       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;20457;20457;0;0;1;930;11;295
49;0000058800;BRIDA CAMISA   63/21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;31628;31628;0;0;1;930;11;
50;0000059104;LLAVE ANGULAR CUL 19;19;;;;1901;6-0407;1;0;0;0;1998-08-03;1998-09-30;81081;81081;0;20716.12;1;930;11;
51;0000060100;T.AV 601;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;60688;60688;0;0;1;930;11;307
52;0000060300;SOP. DESM. TRANS. 75;75;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;23749;23749;0;0;1;930;11;307
53;0000060400;INMOVILIZADOR BUJ 47;47;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
54;0000060600;JGO.ESPIGA PAS.75/NG;NG;;;;1931;;0;0;0;0;1980-01-01;1980-01-01;28115;22492;5623;0;0.8;930;11;307
55;0000064500;LLAVE REGLAJE;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;22213;22213;0;0;1;930;11;307
56;0000064700;LLAVE PARA VALV.  TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;25502;25502;0;0;1;930;11;
57;0000065800;GUIA STOP.CIGUEÑ. 75;75;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;11916;11916;0;0;1;930;11;295
58;0000066002;GALVANOMETRO;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;781;11;781
59;0000066003;HERRAMIENTA       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;607
60;0000066004;PINZA CAPTADORA;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
61;0000066600;HERRAMIENTA       75;75;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;12949;12949;0;0;1;930;11;307
62;0000070400;LLAVE COJINT TORS;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;75941;75941;0;0;1;930;11;307
63;0000070500;JGO.PTAS.TORX 10/20;20;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;
64;0000070592;HERRAMIENTA       21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
65;0000072100;HERRAMIENTA       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;77464;77464;0;0;1;930;11;298
66;0000072101;COMPLEMENTO ELE- 7.21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;14952;14952;0;0;1;930;11;302
67;0000073100;TENSOR B.ESTABIL.DEL;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
68;0000073200;EXTRAC.RODAM.  96/63;63;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;43470;43470;0;0;1;930;11;307
69;0000073701;EXTRACT.ESTOPERA;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;17937;17937;0;0;1;930;11;307
70;0000075502;HERRAMIENTA       11;11;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;365.25;365.25;0;0;1;930;11;307
71;0000076100;EXTRAC.TENSOR CAD 47;47;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;23235;23235;0;0;1;930;11;307
72;0000078601;CENTRA DISCO   41/63;63;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;13543;13543;0;0;1;930;11;307
73;0000078800;UTIL MONTA JTA. 63/21;63/21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
74;0000078900;UTIL MONTA JTA. 63/21;63/21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;17799;17799;0;0;1;930;11;
75;0000079000;SUST.COJINETES 63/21;63/21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
76;0000079100;SUST.EJE LEVAS 21/63;21/63;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
77;0000080100;HERRAMIENTA;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;65243;65243;0;0;1;930;11;
78;0000080101;HERRAMIENTA  B5 T4;B5/T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;23008;23008;0;0;1;930;11;
79;0000081201;BLOQUEADOR ROTULA TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;39917;39917;0;0;1;930;11;307
80;0000081300;PROTEC.TUERCA DIF.NG;NG;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;7356;7356;0;0;1;930;11;307
81;0000081500;PURGADOR FRENO    41;41;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;393705;393705;0;0;1;930;11;439
82;0000081501;HERRAMIENTA;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;7848;7848;0;0;1;930;11;307
83;0000082600;PINZA             47;47;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;17061;17061;0;0;1;930;11;307
84;0000083605;MANOMETRO     TT;TT;;;;1901;2-0901;1;0;0;0;1998-08-03;1998-09-30;115212;115212;0;21244.85;1;930;11;
85;0000083800;CALIBRE CONTROL;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;122602;122602;0;0;1;930;11;307
86;0000084500;PROBETAS 100 MLTS.;;;;;1901;56-0703;1;0;0;0;1998-08-03;1998-09-30;127548;127548;0;25933.96;1;930;11;307
87;0000085100;COLLAR MONTANTE   96;96;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
88;0000085500;INMOVILIZADOR RUED. 19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;72303;72303;0;0;1;930;11;307
89;0000085800;CABLEADO DIAGNOST 75;75;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;28981;28981;0;0;1;930;11;607
90;0000087600;MOT.876;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;38203;38203;0;0;1;930;11;307
91;0000088000;EXTRAC.PASADORES  TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;65137;65137;0;0;1;930;11;307
92;0000090100;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;
93;0000090201;COLOC.CIRCLIP 1-2 JB;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;18877;18877;0;0;1;930;11;307
94;0000090300;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;20546;20546;0;0;1;930;11;
95;0000090400;HERRAMIENTA;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;41305;41305;0;0;1;930;11;307
96;0000090500;HERRAMIENTA MJI.MJE;MJE;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
97;0000090600;MEDIDOR FUERZA    TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;117837;117837;0;0;1;930;11;
98;0000090700;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;19346;19346;0;0;1;930;11;
99;0000090800;HERRAMIENTA   B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;40025;40025;0;0;1;930;11;
100;0000092300;HERRAMIENT/CARTER 19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;13374;13374;0;0;1;930;11;307
101;0000094300;EXTRAC.TAPACUBOS  TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;96298;96298;0;0;1;930;11;307
102;0000094400;GUIA ROD.TRANSM.9/11;11;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
103;0000094500;COLOC.JTA.PLANET. JB;JB;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;37071;37071;0;0;1;930;11;307
104;0000094600;ARO RETEN.PLANET. JB;JB;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;33426;33426;0;0;1;930;11;307
105;0000094700;UTIL P/RODAMIEN.MBJB;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;22068;22068;0;0;1;930;11;307
106;0000094800;COLOC.PIÑON 5TA. JB;JB;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;28868;28868;0;0;1;930;11;307
107;0000094900;EXTRACTOR PASAD. JB;JB;;;;1901;12-0604;1;0;0;0;1998-08-03;1998-09-30;24948;24948;0;5382.61;1;930;11;
108;0000095100;COLOC.JTA.DIFEREN.MJ;MJ;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;36925;36925;0;0;1;930;11;307
109;0000095200;EXTRAC.PISTON F2  MJ;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
110;0000095300;BLOQUEO PI#ON SEC.MJ;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
111;0000095500;REGL.PIÑON ATAQUE MJ;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;23764;23764;0;0;1;930;11;307
112;0000095600;COLOC.BISAGRA PTA.11;11;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;9965;9965;0;0;1;930;11;307
113;0000095800;MALETA CONTROL BVA.;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;627309;627309;0;0;1;930;11;
114;0000095900;COLOC.CIRCLIP EJE MJ;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;39723;39723;0;0;1;930;11;307
115;0000096000;EXTRACTOR BUJE    11;11;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;
116;0000096002;HERRAMIENTA       11;11;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;89204;89204;0;0;1;930;11;307
117;0000096005;TAR.960-05        TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;74143;74143;0;0;1;930;11;
118;0000096100;RODAM.PIÑON ATAQ. MJ;MJ;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;70686;70686;0;0;1;930;11;307
119;0000096200;HERRAMIENTA       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;19958;19958;0;0;1;930;11;307
120;0000097701;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;24795;24795;0;0;1;930;11;
121;0000098500;HERRAMIENTA 43 53 63;63;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
122;0000098801;HERRAMIENTA JUNTA 19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;13579;13579;0;0;1;930;11;307
123;0000098900;HERRAMIENTA J/CART19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;8372;8372;0;0;1;930;11;307
124;0000099001;HERRAMIENTA J/CIGU19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;19356;19356;0;0;1;930;11;307
125;0000099100;HERRAMIENTA /J CIG19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;36010;36010;0;0;1;930;11;307
126;0000099202;MOT.992;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;301
127;0000099205;HERRAMIENTA VALV  19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;109049;109049;0;0;1;930;11;307
128;0000099300;HERRAMIENTA CASQU 19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;20563;20563;0;0;1;930;11;307
129;0000099400;HERRAMIENTA CASQ  19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;17054;17054;0;0;1;930;11;307
130;0000099500;MOT 995-00        76;76;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;12068;12068;0;0;1;930;11;307
131;0000099800;HERRAMIENTA CASQ  19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;78844;78844;0;0;1;930;11;307
132;0000100000;EXTRAC.PIñON 5TA.JB;JB;;;;1901;13-0101;1;0;0;0;1998-08-03;1998-09-30;70848;70848;0;14397.41;1;930;11;307
133;0000101000;HERRAMIENTA JUNTA 19;19;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
134;0000101905;MALETA XR25;XR25;;;;1901;47-0202;1;0;0;0;1997-12-19;1998-01-19;1030477;1030477;0;185742.91;1;930;11;778
135;0000101910;MALETA XR25 S;;;;;1901;47-0203;1;0;0;0;1996-06-11;1996-06-11;1030477;1030477;0;0;1;930;11;
136;0000103300;HERR.PASA HILO    21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;4944;4944;0;0;1;930;11;307
137;0000103400;PINZA ABRAZ.FUELLE73;73;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;34748;34748;0;0;1;930;11;295
138;0000104800;BORNIER INYECC.  TT;TT;35 VIAS;;;1901;13-0604;1;0;0;0;1998-08-03;1998-09-30;86724;86724;0;18342.42;1;930;11;
139;0000105000;EXTR.TRANSM.11/21/63;63;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;69854;69854;0;0;1;930;11;298
140;0000105200;COMP RES AMORTIG..TT;TT;;;;1901;13-0605;1;0;0;0;1997-09-29;1997-09-30;513918;513918;0;0;1;930;11;
141;0000105202;COMPLET / TENSOR;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;26441;26441;0;0;1;930;11;
142;0000105204;SUPLEM.COMP.AMORT TW;TW;;;;1901;13-0101;1;0;0;0;1998-08-03;1998-09-30;22248;22248;0;4530.08;1;930;11;
143;0000105400;PIGA PUNT MTO.SUP.TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;9801;9801;0;0;1;930;11;
144;0000105500;EXTRAC.PASADOR PTA21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
145;0000105501;EXTRAC.EJE BISAG 21;21;;0000105500;;1901;12-0902;1;0;0;0;1998-08-03;1998-09-30;33696;33696;0;6471.55;1;930;11;
146;0000105600;UTIL REEMP COJINE 21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;68156;68156;0;0;1;930;11;307
147;0000105700;HERRAMIENTA       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;11916;11916;0;0;1;930;11;
148;0000106000;PROTECTOR TABLERO 21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;23207;23207;0;0;1;930;11;307
149;0000106300;EXTRACT.TORN CART.TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;31265;31265;0;0;1;930;11;
150;0000106600;PLANTILLA MONTAJE 21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
151;0000106700;PTO.MEDIO DIRECC. 21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;28656;28656;0;0;1;930;11;307
152;0000107600;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;91049;91049;0;0;1;930;11;
153;0000108000;HERRAMIENTA  B5 T4;B5/T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;91595;91595;0;0;1;930;11;
154;0000108500;CONTROL CIL. FRENADO;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;216120;216120;0;0;1;930;11;
155;0000108501;MANOMETRO 250/BAR.TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;76335;76335;0;0;1;930;11;307
156;0000108502;ADAPTADOR 1085 02 21;21;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
157;0000108503;HERRAMIENTA       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;307
158;0000108800;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;27826;27826;0;0;1;930;11;
159;0000108900;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;39736;39736;0;0;1;930;11;
160;0000109000;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;22691;22691;0;0;1;930;11;
161;0000110300;BORNIER/AR4.;;;;;1901;13-0707;1;0;0;1;1998-08-03;1998-09-17;171936;171936;0;32207.3;1;930;11;307
162;0000113200;HERRAMIENTA  B5 T4;B5/T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;24834;24834;0;0;1;930;11;
163;0000113500;TENSOR CORREA;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;0;0;0;0;;930;11;
164;0000113501;TENSOR CORREA;;;;;1901;5-0804;1;0;0;0;1998-07-03;1998-09-30;14096;14096;0;2098.17;1;930;11;
165;0000115500;HERRAMIENTA       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;12910;12910;0;0;1;930;11;
166;0000116300;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;38525;38525;0;0;1;930;11;
167;0000117000;EXTRACT.BUJES 5TA.JB;JB;;;;1901;8-0904;1;0;0;0;1998-08-03;1998-09-30;95472;95472;0;20388.97;1;930;11;
168;0000117500;MOATA PIÑON       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;9371;9371;0;0;1;930;11;
169;0000119600;MOT 1196          TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;26968;26968;0;0;1;930;11;930
170;0000120100;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;11283;11283;0;0;1;930;11;
171;0000120400;HERRAMIENTA    B5/T4;T4;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;18796;18796;0;0;1;930;11;
172;0000121300;HERRAMIENTA;;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;14711;14711;0;0;1;930;11;
173;0000121700;HERRAMIENTA       TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;24373;24373;0;0;1;930;11;
174;0000122800;CONECTOR CONT INY. E;;;;;1901;10-0302;1;0;0;0;1998-07-03;1998-09-30;49560;49560;0;7376.86;1;930;11;
175;0000125400;LLAVE BLOQUEADORA;;;;;1901;5-0704;2;0;0;0;1998-08-03;1998-09-30;14076;14076;0;3596.37;1;930;11;
176;0000126300;EXTRACTOR CONECTOR;;;;;1901;1-0104;1;0;0;0;1998-08-03;1998-09-30;12649;12649;0;2332.13;1;930;11;
177;0000126400;MOT.1264;;;0000139700;;1901;;0;0;0;1;1980-01-01;1980-01-01;31244;31244;0;0;1;930;11;
178;0000126401;LLAVE EXT.BOMBA G.TT;TT;EX 0000126400;0000139700;;1901;12-0307;1;0;0;1;1997-07-22;1998-04-08;27486;27486;0;6572.15;1;930;11;
179;0000126500;PINZAS EXT. FILTRO;;;;;1901;13-0204;1;0;0;0;1998-08-03;1998-09-30;18900;18900;0;3861.44;1;930;11;
180;0000126600;DIR.1266.         TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;34154;34154;0;0;1;930;11;
181;0000127000;TAR.1270.         TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;23112;23112;0;0;1;930;11;
182;0000127100;TAV.1271          TT;TT;;;;1901;;0;0;0;0;1980-01-01;1980-01-01;27323;27323;0;0;1;930;11;
183;0000127200;MOT.1272.         TT;TT;;;;1901;11-0804;1;0;0;0;1998-08-03;1998-09-30;20816;20816;0;2960.48;1;930;11;
184;0000127300;CONTROL TENS. CORREA;;;;;1901;54-0602;15;0;0;0;1998-04-21;1998-04-21;226202;226202;0;62282.91;1;930;11;307
185;0000128001;LLAVE EXTRAC F ACEIT;;;;;1901;2-0402;6;0;0;0;1998-10-23;1998-10-23;27589;27589;0;7595.21;1;930;11;307
186;0000128400;COMPRESOR AMORT. TRA;;;;;1901;5-0801;1;0;0;0;1998-03-19;1998-09-30;29852;29852;0;4443.85;1;930;11;
187;0000130200;INTERFASE CONECT. ST;ST;;;;1901;2-0202;1;0;0;0;1998-08-03;1998-09-30;69791;69791;0;12869.58;1;930;11;
188;0000131101;CONTROL PRES.;;;0000084300;;1901;26-0103;1;0;0;0;1998-08-03;1998-09-30;383184;383184;0;81811.37;1;930;11;
189;0000131105;RACOR K;K4;;;;1101;5-0207;2;0;0;0;1998-08-03;1998-09-30;13195;13195;0;2715.18;1;;11;
190;0000131106;HTA. MONTAJE;;;;;1101;5-0807;6;0;0;0;1998-08-03;1998-09-30;3353;3353;0;687.75;1;;11;
191;0000132700;HERRAMIENTA;;;0000021301;;1901;13-0804;1;0;0;0;1998-08-03;1998-09-30;43092;43092;0;8778.38;1;930;11;
192;0000132900;HERRAMIENTA;;;;;1101;4-0602;14;0;0;0;1998-07-21;1998-08-14;24421;24421;0;11400.15;1;930;11;307
193;0000133000;LLAVE EXTRAC FILT C6;C6;;;;1901;55-0202;17;0;0;0;1998-08-05;1998-08-05;22741;22741;0;4605.78;1;930;11;
