ID;NPRO;DPRO;TVEH;CORT;REEM;UBIC;STOC;PCUR;PEND;DIFE;FUEN;FUSA;ZDOC;BPCL;PDUM;PDUA;BPNC;CPRO;FAM1;FAMI;NPRV;CADU
4882;7700870795;TENSOR CORREA     C6;;1111;;150204;3;0;0;0;1998-10-20;1998-10-28;EX 7700868201;82614;1595356;390779;53699;;;27;11;325
4883;7700870818;ALTERNADOR     C6;;1131;;600001;0;0;0;0;1998-08-03;1998-08-20;;324694;13181177;5588458;259755;;;611;11;
4884;7700871128;BIELETA CAMBIO   19;;1111;;600001;2;0;0;0;1998-09-10;1998-09-23;;107633;859188;495956;69961;;;167;11;
4885;7700871168;POLEA TENSORA     21;;1111;;90702;0;0;0;1;1998-05-26;1998-05-27;EX 7700745215;83592;2137181;1749448;54335;NV2;;27;11;472
4886;7700871568;JUNTA DE CAJA     21;;1321;;70204;2;0;0;0;1998-04-21;1998-01-28;;10249;258706;12354;6149;SS8;;564;11;181
4887;7700871617;BUJIA             CD;;1111;;20602;36;0;0;0;1998-08-03;1998-10-13;EX 6001040356;4860;111797;47454;3159;;;601;13;511
4888;7700872314;TERMOSTATO BOMBA  19;;1411;;60807;2;0;0;0;1998-07-07;1998-09-15;EX 7700723945;17440;455324;186343;11336;NV2;;519;11;
4889;7700872504;REGUL. PRES. 19/B5;;1111;;60405;1;0;0;0;1998-06-08;1998-03-11;;35776;916953;356213;23254;;;181;11;
4890;7700872582;BARRA PALANCA B5;;1111;;340102;1;0;0;0;1998-06-08;1998-03-19;EX 7700862159;30992;794656;308704;20145;;;167;11;223
4891;7700872834;BOBINA DE ENCEND. C6;;1111;;10307;1;0;0;0;1998-06-08;1998-02-17;;51687;1324786;514646;33597;;;660;11;
4892;7700872878;SONDA DE OXIGENO C6;;1111;;140702;0;0;0;0;1997-12-02;1998-09-30;;131275;3419426;1326635;85329;;;576;11;
4893;7700873534;RETENEDOR     C6;;1111;;70906;1;0;0;0;1997-12-02;1998-02-17;;9505;245858;95386;6178;;;;11;
4894;7700873583;FILTRO ACEI.TW/B5/19/FS;;1131;;570301;0;0;0;88;1998-08-03;1998-10-15;EX734957/866099;2685;103361;43908;2148;;;501;13;415
4895;7700874078;DEFLECTO CAJA    JB3;;1161;;30605;1;0;0;0;1997-12-16;;;5374;13748;56059;2150;OO8;;993;11;
4896;7700874110;TUBO REPIRADERO  AX4;;1111;;30902;3;0;0;0;1998-06-08;1998-08-04;                   *;8709;174692;75507;5661;;;0;11;
4897;7700874112;INYECTOR GASOLINA C6;;1111;;110503;2;0;0;0;1997-12-02;;;55375;1456079;564915;35994;;;;11;
4898;7700874223;RETENEDOR      C6;;1111;;100108;1;0;0;0;1997-12-02;1998-02-17;;16519;426989;165659;10737;;;;11;
4899;7700874355;VOLANTE MOTOR  21/19;;1121;;170801;0;0;0;0;1998-10-06;1998-10-23;122 DIENTES;162000;3528628;2167298;97200;;;29;11;
4900;7700874374;CIGUE̱AL          CD;;1131;;570401;1;0;0;0;1998-05-28;;;676189;26511139;1272356;540951;;;3;11;
4901;7700874503;TAPA DISTRIB.     C6;;1111;;80108;2;0;0;0;1998-09-10;1998-09-24;;15135;4194;242094;9838;;;105;11;
4902;7700874630;CALCULADOR        TW;;1111;;160303;2;0;0;0;1997-01-23;1997-08-12;;545278;18167959;8130598;354431;NV2;;642;11;
4903;7700874773;BOCINA MESA TRA   41;;1111;;60404;0;0;0;0;1998-04-21;1998-09-10;EX 7704001036;2080;59879;25542;1352;;;461;11;637
4904;7700875489;COMPRESOR  A/A    C6;;1131;;500000;0;0;0;0;1998-06-08;1998-06-09;;755383;29331705;11394638;604306;;;536;11;
4905;7700875584;HORQ CAJA   73/TW/19;;1111;;10603;1;0;0;0;1998-10-06;1998-09-10;EX7700868786;29124;795564;598235;18931;;;72;11;649
4906;7700875878;FARO DELT. IZQ.   LB;;1521;;;0;0;0;0;;;PERSONALITE;88383;0;0;53030;;;632;11;
4907;7700875913;BRAZO SUP.T. IZQ.BB;;1111;;;0;0;0;0;;;NO EXISTE FRANCIA;546954;0;0;355520;;;131;11;685
4908;7700900442;PUNTA /ESTRIBO D  42;;1111;;0;0;0;0;0;;;;0;0;0;0;;;210;11;
4909;7700900443;PUNTA/ESTRIBO IZQ 42;;1111;;0;0;0;0;0;;;;0;0;0;0;;;210;11;
4910;7700900568;KIT CERRADURA PTA.19;;1111;;0;0;0;0;0;;;;0;0;0;0;;;871;11;310
4911;7700900584;PARRILLA DELANT.. 19;;1111;7701367117;0;0;0;0;0;;;;0;0;0;0;;;341;11;325
4912;7700900586;ESPEJO EXT.IZQ....B8;;1111;;0;0;0;0;0;;;;0;0;0;0;;;901;11;220
4913;7700900589;PARACHOQUE TRASE..LY;;1021;;0;0;0;0;0;;;;0;0;0;0;;;282;11;622
4914;7700900607;PARACHOQUE DEL;;1111;;0;0;0;0;0;;;;0;0;0;0;;;284;11;622
4915;7701000957;ESPACIADOR        TT;;1111;;150405;8;0;0;0;;;;756;17926;8022;491;NV2;;461;11;
4916;7701001168;EXTENCION BUJIA   41;;1111;;130806;8;0;0;0;;;;3888;66988;29979;2527;NV2;;623;11;577
4917;7701003725;LLAVE VIRGEN      41;;1111;;0;0;0;0;0;;;;6112;0;0;3973;;;880;11;316
4918;7701008359;SURTIDOR CARBURAD.63;;1111;;130606;3;0;0;0;;;;8640;145299;65025;5616;NV2;;991;11;361
4919;7701009221;MICA STOP         30;;1521;;0;0;0;0;0;;;;24459;0;0;14675;;;633;11;553
4920;7701009233;MICA              47;;1111;;0;0;0;0;0;;;;14094;0;0;9161;;;638;11;553
4921;7701010093;COLECC REP BOMBA  70;;1021;;0;0;0;0;0;;;;26231;0;0;15739;;;517;11;361
4922;7701010499;COLECC CARBURADOR 70;;1021;;0;0;0;0;0;;;;30070;0;0;18042;;;524;11;361
4923;7701010665;COLECC.RESORTES   41;;1111;;40706;2;0;0;0;1998-09-10;1998-07-16;;23080;639585;369193;15002;;;811;11;268
4924;7701012236;JUEGO AJUSTADORES 70;;1111;;0;0;0;0;0;;;;0;0;0;0;;;991;11;538
4925;7701013047;MICA              70;;1521;;0;0;0;0;0;;;;28561;0;0;17137;;;633;11;553
4926;7701013048;MICA STOP DERECHA 70;;1521;;0;0;0;0;0;;;;28561;0;0;17137;;;633;11;553
4927;7701013223;CONDENSADOR DISTR 41;;1111;;120605;4;0;0;0;;;;11556;244869;109585;7511;NV2;;609;11;559
4928;7701013271;TUERCA            TT;;1111;7701205080;60706;0;0;0;0;1997-01-14;1997-01-14;;1032;1222;0;671;;;462;11;253
4929;7701013275;COLECCION FUELLE  75;;1521;;0;0;0;0;0;;;;16422;0;0;9853;;;69;11;661
4930;7701013723;MICA STOP IZQUIER.47;;1521;;0;0;0;0;0;;;;23800;0;0;14280;;;633;11;553
4931;7701013726;MICA STOP DERECHA 47;;1521;;0;0;0;0;0;;;;23800;0;0;14280;;;633;11;553
4932;7701014399;GANCHO FARO IZQ   96;;1111;;0;0;0;0;0;;;;9851;0;0;6403;;;998;11;250
4933;7701014400;GANCHO FARO DER   96;;1111;;0;0;0;0;0;;;;9564;0;0;6217;;;998;11;250
4934;7701015466;MICA TECHO        70;;1111;;0;0;0;0;0;;;;0;0;0;0;;;647;11;553
4935;7701015896;CHICLER           52;;1111;;0;0;0;0;0;;;;0;0;0;0;;;516;11;361
4936;7701016137;AGUJA DE CARBURAD 47;;1111;;0;0;0;0;0;;;;2608;0;0;1695;;;888;11;361
4937;7701016695;SURTIDOR MINIMO   70;;1111;;0;0;0;0;0;;;;4117;0;0;2676;;;516;11;361
4938;7701016876;MICA STOP IZQUIER.96;;1521;;530801;2;0;0;0;;;;33264;635919;284589;19958;NV2;;633;11;553
4939;7701016877;MICA STOP DER     96;;1121;;530102;2;0;0;0;;;;33264;635919;284589;19958;NV2;;633;11;
4940;7701016999;MICA COCUYO IZQ   56;;1521;;0;0;0;0;0;;;;14528;0;0;8717;;;634;11;553
4941;7701017556;LLAVE VIRGEN      41;;1111;;0;0;0;0;0;;;;8116;0;0;5275;;;880;11;316
4942;7701017795;RESISTENCIA       75;;1111;;0;0;0;0;0;;;;0;0;0;0;;;991;11;580
4943;7701018445;SEG.UNION CIERRE  75;;1111;;0;0;0;0;0;;;;2995;0;0;1947;;;996;11;319
4944;7701018517;MICA CRUCE IZQUIE.75;;1521;;50807;1;0;0;0;1998-10-06;1998-08-14;;8716;219842;165313;5230;;;634;11;553
4945;7701018519;MICA CRUCE DERECH.75;;1521;;100707;1;0;0;0;1998-10-06;1998-08-14;;8716;219842;165313;5230;;;634;11;553
4946;7701018576;TAPON DIRECCION   75;;1111;;0;0;0;0;0;;;;9590;0;0;6233;;;991;11;394
4947;7701018667;DIODERA           75;;1121;;0;0;0;0;0;;;;0;0;0;0;;;622;11;538
4948;7701018726;VACUOM DISTRIB.   75;;1111;;0;0;0;0;0;;;;52473;0;0;34107;;;627;11;538
4949;7701018765;INDUCIDO ARRANQUE 75;;1111;;0;0;0;0;0;;;;0;0;0;0;;;617;11;538
4950;7701018769;AUTOMATICO ARRANQ.75;;1121;;0;0;0;0;0;;;;126703;0;0;76022;;;608;11;520
4951;7701018875;FARO DELANTERO    70;;1521;;0;0;0;0;0;;;;131176;0;0;78706;;;632;11;541
4952;7701019106;FILTRO CARBURADOR 63;;1111;;0;0;0;0;0;;;;4790;0;0;3113;;;991;11;361
4953;7701019111;PULVERIZADOR      70;;1111;;0;0;0;0;0;;;;5900;0;0;3835;;;516;11;361
4954;7701019117;MENBRANA DIAF. 41/73;;1111;;130105;2;0;0;0;;1998-05-13;;5832;136299;60997;3791;NV2;;888;11;361
4955;7701019292;ARRANQ. BENDIX 50/63;;1121;;130107;2;0;0;0;;;;59616;1136445;508586;35770;NV2;;605;11;
4956;7701019323;MICA STOP DERECHA 70;;1521;;0;0;0;0;0;;;;0;0;0;0;;;633;11;553
4957;7701019324;BASE STOP TRAS DE 70;;1111;;0;0;0;0;0;;;;0;0;0;0;;;651;11;553
4958;7701019327;MICA STOP IZQUIER.70;;1521;;0;0;0;0;0;;;;0;0;0;0;;;633;11;553
4959;7701019337;OBTURADOR      75/73;;1111;7701041223;40805;0;0;0;0;1997-05-02;1998-05-31;;7718;8178;36599;5017;;;993;11;130
4960;7701020057;PLATINOS       41/96;;1611;;120505;8;0;0;0;;1998-07-06;;30603;408454;182793;19892;NV2;;602;11;532
4961;7701020166;RESORTE LEVA CARB 21;;1111;;0;0;0;0;0;;;;909;0;0;591;;;171;11;271
4962;7701020270;REOSTATO AIRE AC. 75;;1411;;0;0;0;0;0;;;;33465;0;0;21752;;;519;11;586
4963;7701020788;BENDIX ARRANQUE   41;;1121;;0;0;0;0;0;;;;89642;0;0;53785;;;605;11;538
4964;7701021235;MARCADOR BATERIA  41;;1111;;0;0;0;0;0;;;;0;0;0;0;;;700;11;766
4965;7701021322;ESTOPERA DE EMB   75;;1111;;0;0;0;0;0;;;;5778;0;0;3756;;;993;11;493
4966;7701021323;SELLO CAJA VEL.A. 75;;1111;;0;0;0;0;0;;;;5778;0;0;3756;;;993;11;157
4967;7701021612;BASE STOP         30;;1111;;0;0;0;0;0;;;;31303;0;0;20347;;;651;11;553
4968;7701021697;MICA STOP IZQ     75;;1521;;0;0;0;0;0;;;;39232;0;0;23539;;;633;11;553
4969;7701021710;MEMBRANA CARBURAD.75;;1181;;30505;1;0;0;0;;;;37229;46951;210117;7446;OO8;;991;11;361
4970;7701021728;TAPA DISTRIBUIDOR.41;;1121;;0;0;0;0;0;;;;0;0;0;0;;;603;11;535
4971;7701021758;LLAVE VIRGEN      41;;1111;;0;0;0;0;0;;;;6112;0;0;3973;;;880;11;316
4972;7701021776;SURTIDOR CARBURAD 70;;1111;;0;0;0;0;0;;;;27845;0;0;18099;;;516;11;361
4973;7701021894;INYECTOR CARBURAD 70;;1111;;0;0;0;0;0;;;;27845;0;0;18099;;;516;11;361
4974;7701021901;VACUM             56;;1111;;0;0;0;0;0;;;;52345;0;0;34024;;;627;11;538
4975;7701021927;OBTURADOR B/B F.  BY;;1111;;0;0;0;0;0;;;;5248;0;0;3411;;;249;11;709
4976;7701021969;CLIP PLASTICO     75;;1111;;0;0;0;0;0;;;;3131;0;0;2035;;;981;11;121
4977;7701021983;GUARDAPOLVO    50/73;;1171;;30406;2;0;0;0;;;;11305;13833;61906;3392;OO8;;991;11;637
4978;7701022130;CONDENS.DISTR.TT  96;;1121;;20807;41;0;0;0;1998-08-03;1998-09-30;;4339;107531;46405;2603;;;609;11;559
4979;7701022156;MEMBRANA CARB. 63-73;;1111;;0;0;0;0;0;;;;9277;0;0;6030;;;991;11;361
4980;7701022161;MACHO ENCEND.  75/73;;1111;;0;0;0;0;0;;;;0;0;0;0;;;672;11;805
4981;7701022477;BASE FARO STOP    41;;1111;;30704;0;0;0;0;;1998-07-21;;22266;31726;141981;14473;NV2;;651;11;553
4982;7701022478;BASE FARO STOP    41;;1111;;0;0;0;0;0;;;;22266;0;0;14473;;;651;11;553
4983;7701022479;PROTECTOR FARO    41;;1111;;0;0;0;0;0;;;;19969;0;0;12980;;;998;11;169
4984;7701022512;CABLE    DISTRIB. 75;;1121;;0;0;0;0;0;;;;115613;0;0;69368;;;991;11;610
4985;7701022724;SOCATE            75;;1111;;0;0;0;0;0;;;;6482;0;0;4213;;;644;11;577
4986;7701022857;INYECTOR CARBURAD.96;;1111;;0;0;0;0;0;;;;27845;0;0;18099;;;516;11;361
4987;7701022969;GANCHO            21;;1111;;0;0;0;0;0;;;;1786;0;0;1161;;;998;11;688
4988;7701023000;VALVULA MINIMO    19;;1111;;50804;5;0;0;0;1998-09-10;1998-09-11;;52546;145625;840603;34155;;;516;11;361
4989;7701023024;CONECTOR SWICHERA 41;;1111;;0;0;0;0;0;;;;21130;0;0;13735;;;724;11;604
4990;7701023776;MICA STOP IZQUIER.50;;1511;;80301;3;0;0;0;1996-04-01;1998-02-25;;59037;93492;418399;38374;SS8;;633;11;553
4991;7701023777;BASE STOP IZQUIER.50;;1111;;0;0;0;0;0;;;;14244;0;0;9259;;;651;11;553
4992;7701023778;MICA STOP DERECHA 50;;1521;;150702;1;0;0;0;1998-09-10;1998-09-22;;51461;131645;759905;30877;;;633;11;553
4993;7701023884;MICA STOP IZQ.    41;;1521;;160503;1;0;0;0;1998-03-03;1997-10-09;;62046;1619775;69421;37228;SS8;;633;11;553
4994;7701023885;MICA STOP         41;;1521;;240302;1;0;0;0;1997-06-03;1997-06-03;;73008;128827;576532;43805;NV2;;633;11;553
4995;7701023928;SOPORTE INT FARO  96;;1111;;0;0;0;0;0;;;;0;0;0;0;;;219;11;130
4996;7701023929;SOPORTE EXT FARO  96;;1111;;0;0;0;0;0;;;;0;0;0;0;;;219;11;130
4997;7701023983;LLAVE VIRGEN      41;;1111;;0;0;0;0;0;;;;6112;0;0;3973;;;880;11;316
4998;7701024113;MICA STOP IZQUIER.41;;1521;;0;0;0;0;0;;;;63194;0;0;37916;;;633;11;553
4999;7701024114;MICA STOP DERECHA 41;;1521;;0;0;0;0;0;;;;63194;0;0;37916;;;633;11;553
5000;7701024115;BASE STOP IZQ     41;;1121;;0;0;0;0;0;;;;19916;0;0;11950;;;651;11;553
5001;7701024116;BASE STOP DERECHA 41;;1121;;0;0;0;0;0;;;;19916;0;0;11950;;;651;11;553
5002;7701024229;TORNILLO GRADUACI 50;;1111;;0;0;0;0;0;;;;6771;0;0;4401;;;991;11;253
5003;7701024230;COMPENSADOR MINIMO41;;1151;;20405;1;0;0;0;1996-09-09;1996-09-09;;58181;1506181;674052;29090;OO8;;516;11;361
5004;7701024260;CILINDRO FRENO TR 96;;1021;;10907;2;0;0;0;1996-07-11;1996-07-11;;41692;76046;340324;25015;SS8;;804;13;709
5005;7701024265;CILINDRO IZQ.  41/73;41/73;1011;;150504;3;0;0;0;1997-03-18;1997-03-18;;48143;669545;299637;31293;NV2;;804;13;709
5006;7701024266;CILINDRO DER.  41/73;41/73;1011;;20607;4;0;0;0;1996-03-04;1996-03-04;;53956;669545;299637;35071;NV2;;804;13;709
5007;7701024284;CIRCUIT.IMPRES.47Y96;;1111;;0;0;0;0;0;;;;28803;0;0;18722;;;691;11;592
5008;7701024319;FARO EXTERIOR IZQ 75;;1521;;0;0;0;0;0;;;;0;0;0;0;;;632;11;541
5009;7701024320;FARO INTERIOR IZQ.75;;1521;;0;0;0;0;0;;;;0;0;0;0;;;632;11;541
5010;7701024321;FARO EXTERIOR DER.75;;1521;;0;0;0;0;0;;;;58161;0;0;34897;;;632;11;541
5011;7701024322;FARO INTERIOR DER.75;;1521;;0;0;0;0;0;;;;46551;0;0;27931;;;632;11;541
5012;7701024333;BASE RETROVISOR47/73;;1111;;110206;0;0;0;0;1998-03-19;1998-03-19;;3672;9936;100144;2387;NV1;;996;11;274
5013;7701024344;CILINDRO PUERTA   75;;1111;;0;0;0;0;0;;;;38537;0;0;25049;;;871;11;310
5014;7701024351;VALVULA AA     43/63;;1111;;130207;3;0;0;0;;;;165024;3409809;1525971;107266;NV2;;997;11;
5015;7701024402;LLAVE VIRGEN   41/73;;1111;;0;0;0;0;0;;;;6112;0;0;3973;;;880;11;316
5016;7701024522;DIODERA ALTERNAD. 75;;1421;;0;0;0;0;0;;;;153054;0;0;91832;;;622;11;538
5017;7701024602;SOCATE BOMBILLO   63;;1111;;0;0;0;0;0;;;;10786;0;0;7011;;;644;11;577
5018;7701024603;MICA STOP IZQUIER.63;;1521;;30801;2;0;0;0;1998-09-22;1998-07-23;;65649;1376448;934006;39389;;;633;11;553
5019;7701024605;BASE STOP IZQ     63;;1111;;150403;0;0;0;0;;1998-04-28;;27677;516094;230964;17990;NV2;;651;11;553
5020;7701024606;BASE STOP DERECHA.63;;1111;;130203;2;0;0;0;;;;30888;516094;230964;20077;NV2;;651;11;553
5021;7701024671;SURTIDOR PRINCIP. 19;;1111;;0;0;0;0;0;;;;4117;0;0;2676;;;516;11;253
5022;7701024884;BASE COCUYO DERECH96;;1111;;0;0;0;0;0;;;;0;0;0;0;;;650;11;553
5023;7701024916;TORNILLO CARB.    63;;1111;;150606;4;0;0;0;;;;2700;58025;25968;1755;NV2;;516;11;
5024;7701024982;BOCINA            75;;1111;;130305;1;0;0;0;;1998-05-13;;52164;870378;389515;33907;NV2;;991;11;466
5025;7701025125;BRAZO L/P DERECHO 63;;1111;;10501;0;0;0;0;1997-05-22;1997-05-22;;48036;1032013;0;31223;;;677;11;553
5026;7701025144;BRAZO L/ LUNETA   63;;1111;;150601;1;0;0;0;;;;98945;1473747;659537;64314;;;677;11;553
5027;7701025327;GUAYA CTA KLM  51/63;;1111;;90107;1;0;0;0;1997-12-10;1997-09-18;;155307;4045109;2159404;100950;SS8;;873;11;
5028;7701025329;INDICADOR GASOLINA63;;1111;;150903;1;0;0;0;;;;45239;673187;301267;29405;;;689;11;757
5029;7701025330;TERMOMETRO TEMPER 41;;1111;;0;0;0;0;0;;;;34925;0;0;22701;;;699;11;769
5030;7701025331;MARCADOR ACEIT.51/63;;1111;;150903;1;0;0;0;;;;62415;1151541;515342;40570;;;702;11;
5031;7701025335;MICA TABLERO   51/63;;1111;;150409;1;0;0;0;;;;40159;742534;332302;26103;;;998;11;
5032;7701025343;GUAYA RESP. ASIENT63;;1111;;80205;2;0;0;0;1998-06-08;1998-08-04;;12856;351861;155276;8356;GG8;;315;11;232
5033;7701025403;CIRCUITO IMPRESO  63;;1161;;80708;2;0;0;0;;;;35519;899562;402576;14208;OO8;;691;11;
5034;7701025481;JGO CABLE BUJIAS  56;;1131;;0;0;0;0;0;;;;19918;0;0;15934;;;623;11;604
5035;7701025483;JGO CABLES BUJIAS 41;;1121;;80304;0;0;0;0;1997-06-03;1997-11-26;;20916;390099;174579;12550;NV1;;623;11;610
5036;7701025491;CABLE DE BOBINA   41;;1121;;0;0;0;0;0;;;;10276;0;0;6166;;;623;11;610
5037;7701025521;EJE LIMP/PARABRISA50;;1111;;40806;2;0;0;0;1998-07-07;1998-10-19;;15483;340356;141004;10064;;;684;11;553
5038;7701025522;BRAZO LIMP PARB   50;;1111;;0;0;0;0;0;;;;59922;0;0;38949;;;677;11;553
5039;7701025586;PROTECT TRAS ALT  73;;1111;;0;0;0;0;0;;;;0;0;0;0;;;991;11;688
5040;7701025667;JGO.TAPAS         50;;1111;;0;0;0;0;0;;;;156692;0;0;101850;;;599;11;169
5041;7701025889;CERRADURA         96;;1111;;0;0;0;0;0;;;;18460;0;0;11999;;;871;11;310
5042;7701025919;MICA STOP AR.IZQ. T4;;1521;;250503;0;0;0;0;1998-08-03;1998-09-16;;38475;884866;375159;23085;;;633;11;553
5043;7701025921;MICA STOP AR.DER. T4;;1521;;80602;3;0;0;0;1998-03-03;1998-09-14;;44744;112262;507053;26846;SS8;;633;11;553
5044;7701025933;CILINDRO FRENO AR 53;;1021;;150707;2;0;0;0;1996-09-30;1996-09-30;;32222;443092;198294;19333;;;804;13;709
5045;7701026006;MOTOR SOPLADOR    75;;1611;;0;0;0;0;0;;;;138878;0;0;90271;;;692;11;406
5046;7701026012;MICA FARO IODO 63/73;;1521;;150904;1;0;0;0;1998-10-06;1998-08-20;;62899;1209418;909438;37739;;;632;11;553
5047;7701026060;DIODERA ALTERNADOR63;;1121;;0;0;0;0;0;;;;175461;0;0;105277;;;622;11;538
5048;7701026069;INDIC NIV TEMP  41;;1111;;40803;1;0;0;0;1998-09-09;;;49254;1382855;982682;32015;;;689;11;
5049;7701026311;POTENCIOMETRO     75;;1111;;130905;0;0;0;0;;;;10479;185869;83181;6811;NV2;;997;11;
5050;7701026325;MOTOVENTILADOR 63/43;;1121;;150901;1;0;0;0;;;;83341;155993;698106;50005;;;683;11;
5051;7701026339;TAPA ARRANQUE  43/63;;1121;;0;0;0;0;0;;;;0;0;0;0;;;626;11;538
5052;7701026369;BASE FARO         63;;1111;;0;0;0;0;0;;;;84823;0;0;55135;;;637;11;553
5053;7701026404;BASE CARBURADOR   63;;1111;;150305;1;0;0;0;;;;47520;68527;306675;30888;NV1;;512;11;361
5054;7701026406;MINIMO CARBURADOR 63;;1111;;130906;2;0;0;0;;;;78732;1311465;586912;51176;NV2;;516;11;361
5055;7701026525;LLAVE GUANTERA.   T4;;1111;;0;0;0;0;0;;;;6112;0;0;3973;;;880;11;316
5056;7701026563;VALVULA MINIMO;;1131;;20106;5;0;0;0;1997-08-19;1997-08-04;;38841;1487185;665551;31073;;;516;11;361
5057;7701026825;TAPA DISTRIBUIDOR 63;;1121;;0;0;0;0;0;;;;0;0;0;0;;;603;11;535
5058;7701026873;JUNTA BOMBA       21;;1111;;130906;6;0;0;0;;;;3888;62742;28079;2527;NV2;;971;11;484
5059;7701026892;GANCHO GOMA       73;;1111;;0;0;0;0;0;;;;1037;0;0;674;;;466;11;247
5060;7701027016;BENDIX ARRQ 63/73/21;;1111;;130201;3;0;0;0;;;;85428;1314295;588179;55528;NV2;;605;11;538
5061;7701027017;INDUCIDO 96/63/73/21;;1131;;0;0;0;0;0;;;;146160;0;0;116928;;;600;11;538
5062;7701027039;RESISTENCIA       73;;1111;;0;0;0;0;0;;;;18321;0;0;11909;;;996;11;556
5063;7701027053;MOTOR SOPLADOR    73;;1111;;150902;1;0;0;0;;;;177811;2645102;1183747;115577;;;683;11;496
5064;7701027080;SOCATE FARO       41;;1111;;0;0;0;0;0;;;;7253;0;0;4714;;;645;11;577
5065;7701027188;CONMUTADOR / L    41;;1121;;0;0;0;0;0;;;;86541;0;0;51925;;;679;11;565
5066;7701027189;AUTOMATICO        70;;1111;;0;0;0;0;0;;;;100887;0;0;65577;;;608;11;520
5067;7701027388;CARBONES ARRANQ.  73;;1121;;150406;2;0;0;0;;;;25812;542379;242728;15487;NV2;;613;11;538
5068;7701027586;INYECTOR CARBURA. 73;;1151;;110705;0;0;0;1;1998-03-03;1998-10-09;;6073;17181;73635;3036;OO8;;516;11;361
5069;7701027696;CERRADURA PTA.IZQ 63;;1111;;130402;0;0;0;0;;1998-10-29;;65340;147627;660666;42471;NV2;;300;11;
5070;7701027697;CERRADURA PTA. DER63;;1121;;130703;2;0;0;0;;;;65340;147627;660666;39204;NV2;;300;11;
5071;7701027714;CARBONES ALT.  75/73;;1111;;120905;2;0;0;0;;;;15552;354849;158803;10109;NV2;;614;11;613
5072;7701027833;INTERRUPTOR       63;;1111;;120905;2;0;0;0;;;;20844;47564;21286;13549;NV2;;688;11;
5073;7701027842;TORNILLO GRADUAC. 21;;1151;;10905;7;0;0;0;1998-04-24;;;4334;118515;56205;2167;OO8;;516;11;253
5074;7701027865;VALVULA EXPANCION.21;;1111;7701040493;0;0;0;0;0;;;;192798;0;0;125319;;;666;11;444
5075;7701027880;CAMPO ALT.     41/73;;1111;;0;0;0;0;0;;;;0;0;0;0;;;628;11;538
5076;7701027916;TUERCA AMRTIG     BY;;1111;;0;0;0;0;0;;;;1421;0;0;924;;;462;11;253
5077;7701027957;BRAZO L/PARABRISA 41;;1111;;0;0;0;0;0;;;;61719;0;0;40117;;;677;11;553
5078;7701027986;MARCADOR GASOLINA T4;;1111;;0;0;0;0;0;;;;43540;0;0;28301;;;689;11;
5079;7701028004;VALVULA FLOTANTE  21;;1111;;0;0;0;0;0;;;;13631;0;0;8860;;;515;11;361
5080;7701028077;TUERCA AMORT   73/42;;1111;;130506;8;0;0;0;1996-09-12;1996-09-12;;968;23969;10727;629;;;462;11;
5081;7701028179;LUBRICANTE        73;;1111;;120405;3;0;0;0;1997-02-27;1997-02-27;                   *;14031;28652;128225;9120;;;954;11;103
5082;7701028238;MOTOR LP 56/63/73/75;;1111;;150403;1;0;0;0;1997-06-27;1997-06-27;;234468;3905618;1747858;152404;NV2;;675;11;496
5083;7701028239;MOTOR LP.63/73/75/42;;1111;;130301;0;0;0;1;1996-05-22;1998-09-22;;84430;1583193;708517;54880;NV2;;675;11;496
5084;7701028382;REOSTATO          42;;1111;;110105;4;0;0;0;1998-04-21;1998-10-28;;10026;250646;107926;6517;;;679;11;589
5085;7701028384;BOTON DE CONRTOL  42;;1111;;70205;0;0;0;0;1998-08-03;1998-08-18;;4769;127858;54208;3100;;;997;11;562
5086;7701028385;CONTROL DE CALEF: 42;;1161;;10506;2;0;0;0;1996-10-17;1996-10-17;;4086;9821;43951;1634;OO8;;882;11;565
5087;7701028403;GANCHO LIMPIA LUNT63;;1111;;80505;24;0;0;0;1998-06-10;1998-08-04;;10367;274148;114207;6739;;;998;11;250
5088;7701028427;VALVULA INYECC.   63;;1111;;150504;1;0;0;0;;;;130516;240734;1077342;84835;;;509;11;
5089;7701028431;AUTOMATICO ARRQ.  73;;1121;;30802;1;0;0;0;1997-03-25;1998-03-27;;84169;996884;44613;50501;;;608;11;520
5090;7701028434;AUTOMATICO ARANQ. 73;;1121;;0;0;0;0;0;;;;105425;0;0;63255;;;608;11;520
5091;7701028668;AUT. ARRANQUE     96;;1121;;150304;1;0;0;0;;;;105719;1452046;649825;63431;;;608;11;520
5092;7701029043;BASE FARO CIBIE   73;;1111;;210204;1;0;0;0;1998-03-03;1997-10-07;;32159;868365;372167;20903;SS8;;637;11;169
5093;7701029044;BASE FARO CIBIE   73;;1111;;230201;2;0;0;0;1996-11-05;1996-11-05;;32159;441947;197782;20903;SS8;;637;11;169
5094;7701029055;CCTO.IMPRESO IZQ. 73;;1111;;150403;1;0;0;0;1997-03-10;1997-03-10;;10260;234059;104747;6669;NV2;;651;11;592
5095;7701029056;CCTO.IMPRESO IZQ. 73;;1111;;110207;1;0;0;0;1997-03-10;1997-03-10;;10260;234059;104747;6669;NV2;;651;11;
5096;7701029065;INTERRUPTOR       75;;1321;;0;0;0;0;0;;;;81855;0;0;49113;;;681;11;562
